"entity_name","review_group_id","entity_id","canonical_name","entity_status","conflicting_contributor_ids","confirmed","is_conflict","link_methods","Contributor.ID","n_contributions","total_amount","max_single_recipient","city","state","zip"
"CALTRAVEL PAC","org_rg_122","107a681b-a692-4b35-9540-b4c0c725186d","CALTRAVEL PAC","merge_conflict",FALSE,TRUE,TRUE,"same_contributor_id","923507",2,3500,30000,"Sacramento","CA","95814"
"CALTRAVEL PAC, SPONSORED BY CALIFORNIA TRAVEL ASSOCIATION","org_rg_122","107a681b-a692-4b35-9540-b4c0c725186d","CALTRAVEL PAC","merge_conflict",FALSE,TRUE,TRUE,"map1_bridge | same_contributor_id | same_contributor_id","923507",4,26200,30000,"Sacramento | SACRAMENTO","CA","95814 | 95814-4439"
"OAKLAND POLICE OFFICER'S ASSOCIATION - POLITICAL ACTION COMMITTEE","org_rg_127","9fc50cad-a3a1-45ca-a7c7-29738a8c6b0f",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","943526",1,10000,10000,"Sacramento","CA","95815-4415"
"OAKLAND POLICE OFFICERS ASSOCIATION PAC GENERAL FUND","org_rg_127","9fc50cad-a3a1-45ca-a7c7-29738a8c6b0f",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","943526",6,2270.99,10000,"Oakland","CA","94607"
"CA CHAMBER OF COMMERCE PAC AKA CHAMBERPAC","org_rg_128","ab6b2f17-46fc-40fb-9da9-bab74c1c2baf","CA CHAMBER OF COMMERCE","merge_conflict",FALSE,TRUE,TRUE,"map1_bridge | same_contributor_id | same_contributor_id","950352",2,3000,20000,"Sacramento","CA","95814"
"CALIFORNIA CHAMBER OF COMMERCE PAC (AKA CHAMBERPAC)","org_rg_128","ab6b2f17-46fc-40fb-9da9-bab74c1c2baf",NA,"merge_conflict",FALSE,FALSE,TRUE,"map1_bridge | same_contributor_id","950352",1,2674.14,20000,"Sacramento","CA","95814"
"CALIFORNIA CHAMBER OF COMMERCE PAC AKA CHAMBERPAC","org_rg_128","ab6b2f17-46fc-40fb-9da9-bab74c1c2baf","CALIFORNIA CHAMBER OF COMMERCE","merge_conflict",FALSE,TRUE,TRUE,"map1_bridge | same_contributor_id | same_contributor_id","950352",17,38800,20000,"Sacramento","CA","95814"
"CALIFORNIA CHAMBER OF COMMERCE POLITICAL ACTION COMMITTEE, AKA CHAMBERPAC","org_rg_128","ab6b2f17-46fc-40fb-9da9-bab74c1c2baf",NA,"merge_conflict",FALSE,FALSE,TRUE,"map1_bridge | same_contributor_id | same_contributor_id","950352",4,8204.54,20000,"Sacramento | SACRAMENTO","CA","95814 | 95814-3953"
"CALIFORNIA CHAMBER OFD COMMERCE PAC AKA CHAMBERPAC","org_rg_128","ab6b2f17-46fc-40fb-9da9-bab74c1c2baf",NA,"merge_conflict",FALSE,FALSE,TRUE,"same_contributor_id","950352",1,1500,20000,"Sacramento","CA","95814"
"CHEVRON USA INC.","org_rg_128","ab6b2f17-46fc-40fb-9da9-bab74c1c2baf","CHEVRON","merge_conflict",FALSE,TRUE,TRUE,"same_contributor_id","950352",2,20000,20000,"San Ramon","CA","94583"
"LOCAL SOCIETIES OF THE CALIFORNIA OPTOMETRIC ASSOCIATION PAC","org_rg_129","effd1800-ac07-4483-8362-f4211f320c44",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","950393",1,5900,12000,"Sacramento","CA","95835"
"LOCAL SOCIETIES OF THE CALIFORNIA OPTOMETRIC ASSOCIATION PAC (AKA LSCOA-PAC)","org_rg_129","effd1800-ac07-4483-8362-f4211f320c44","LOCAL SOCIETIES OF THE CALIFORNIA OPTOMETRIC ASSOCIATION","adding_to_existing",FALSE,TRUE,FALSE,"same_contributor_id","950393",1,12000,12000,"Sacramento","CA","95835-2306"
"CA DENTAL ASSOCIATION PAC","org_rg_13","bc1008e9-95ce-4d04-92bc-5bb1ec9963d9",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","742855",3,7400,78400,"Sacramento","CA","95814"
"CA DENTAL ASSOCIATION PAC (CDA PAC)","org_rg_13","bc1008e9-95ce-4d04-92bc-5bb1ec9963d9",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","742855",2,5900,78400,"Sacramento","CA","95814"
"CALIFORNIA DENTAL ASSOCIATION","org_rg_13","bc1008e9-95ce-4d04-92bc-5bb1ec9963d9","CALIFORNIA DENTAL ASSOCIATION","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,27,42683.37,78400,"Sacramento","CA","95814"
"CALIFORNIA DENTAL ASSOCIATION PAC","org_rg_13","bc1008e9-95ce-4d04-92bc-5bb1ec9963d9","CALIFORNIA DENTAL ASSOCIATION","adding_to_existing",FALSE,TRUE,FALSE,"same_contributor_id","742855",3,13800,78400,"Sacramento","CA","95814"
"CALIFORNIA DENTAL ASSOCIATION PAC (CDA PAC)","org_rg_13","bc1008e9-95ce-4d04-92bc-5bb1ec9963d9","CALIFORNIA DENTAL ASSOCIATION","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","742855",35,111000,78400,"Sacramento","CA","95814"
"CALIFORNIA DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE (CDA PAC)","org_rg_13","bc1008e9-95ce-4d04-92bc-5bb1ec9963d9","CALIFORNIA DENTAL ASSOCIATION","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","742855",19,141600,78400,"Sacramento | SACRAMENTO","CA","95814 | 95814-4439"
"NAT'L ASSOC INDUSTRIAL & OFFICE PROPERTIES NAIOP SOCAL PAC","org_rg_130","414fa1e4-9c60-487c-ba6c-17f6a63278e8",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","950520",1,5000,11800,"Irvine","CA","92618"
"NATIONAL ASSOCIATION INDUSTRIAL & OFFICE PROPERTIES SOCAL PAC (NAIOP)","org_rg_130","414fa1e4-9c60-487c-ba6c-17f6a63278e8",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","950520",1,1500,11800,"Irvine","CA","92618"
"NATIONAL ASSOCIATION OF INDUSTRIAL & OFFICE PROPERTIES SOCAL PAC (NAIOP)","org_rg_130","414fa1e4-9c60-487c-ba6c-17f6a63278e8",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","950520",3,13300,11800,"Irvine | IRVINE","CA","92618"
"CALIFORNIA ASSOCIATION OF HEALTH PLANS","org_rg_131","ab9f954c-9fa1-4310-9da1-480c10d9ee16","CALIFORNIA ASSOCIATION OF HEALTH PLANS","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,5,1140.02,61000,"Sacramento","CA","95814"
"CALIFORNIA ASSOCIATION OF HEALTH PLANS PAC","org_rg_131","ab9f954c-9fa1-4310-9da1-480c10d9ee16","CALIFORNIA ASSOCIATION OF HEALTH PLANS","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","950541",15,79400,61000,"Sacramento","CA","95814"
"CALIFORNIA ASSOCIATION OF HEALTH PLANS POLITICAL ACTION COMMITTEE","org_rg_131","ab9f954c-9fa1-4310-9da1-480c10d9ee16",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","950541",5,9000,61000,"Sacramento","CA","95814 | 95814-3915"
"CA ELECTRICAL CONTRACTORS PAC","org_rg_132","c2ecb4d9-048a-43c4-99c9-c4a8cd21616a",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","960891",1,2000,30000,"Sacramento","CA","95814"
"CALIFORNIA ELECTRICAL CONTRACTORS","org_rg_132","c2ecb4d9-048a-43c4-99c9-c4a8cd21616a","CALIFORNIA ELECTRICAL CONTRACTORS","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,18,5829.83,30000,"Sacramento","CA","95814"
"CALIFORNIA ELECTRICAL CONTRACTORS PAC","org_rg_132","c2ecb4d9-048a-43c4-99c9-c4a8cd21616a","CALIFORNIA ELECTRICAL CONTRACTORS","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","960891",7,37400,30000,"Sacramento","CA","95814"
"INTERNATIONAL BROTHERHOOD OF BOILEMAKERS, IRON SHIP BUILDERS, BLACKSMITHS, FORGERS AND HELPERS LOCAL 549 PAC","org_rg_133","67ee9002-7cad-4f53-b1b6-b8b6caa1820e",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","962367",2,11800,11800,"Sacramento","CA","95814"
"INTERNATIONAL BROTHERHOOD OF BOILERMAKERS, IRON SHIP BUILDERS, BLACKSMITHS, FORGERS & HELPERS LOCAL 549 PAC","org_rg_133","67ee9002-7cad-4f53-b1b6-b8b6caa1820e",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","962367",4,23600,11800,"Sacramento","CA","95814 | 95814-4503"
"INTERNATIONAL BROTHERHOOD OF BOILERMAKERS, IRON SHIP BUILDERS, BLACKSMITHS, FORGERS AND HELPERS LOCAL 549 PAC","org_rg_133","67ee9002-7cad-4f53-b1b6-b8b6caa1820e","INTERNATIONAL BROTHERHOOD OF BOILERMAKERS, IRON SHIP BUILDERS, BLACKSMITHS, FORGERS AND HELPERS LOCAL 549","adding_to_existing",FALSE,TRUE,FALSE,"same_contributor_id","962367",4,23600,11800,"Sacramento","CA","95814"
"SHEET METAL AIR RAIL TRANSPORTATION WORKERS LOCAL UNION 105 PAC","org_rg_134","79f59f57-f029-49d7-973f-a54569dec9e7",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","962809",2,3500,25000,"Glendora","CA","91740"
"SHEET METAL TRANSPORTATION WORKERS LOCAL UNION 105 POLITICAL EDUCATION FUND","org_rg_134","79f59f57-f029-49d7-973f-a54569dec9e7",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","962809",1,25000,25000,"Glendora","CA","91740"
"SHEET METAL, AIR, RAIL TRANSPORTATION WORKERS LOCAL UNION 105 POLITICAL EDUCATION FUND","org_rg_134","79f59f57-f029-49d7-973f-a54569dec9e7",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","962809",1,5900,25000,"Glendora","CA","91740"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL UNION 105 POLITICAL EDUCATION FUND","org_rg_134","79f59f57-f029-49d7-973f-a54569dec9e7","SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id","962809",1,5000,25000,"Glendora","CA","91740-6720"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL UNION 105 SMALL CONTRIBUTOR COMMITTEE","org_rg_134","79f59f57-f029-49d7-973f-a54569dec9e7",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","962809",1,3000,25000,"Glendora","CA","91740"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS' INTERNATIONAL UNION (S.M.A.R.T.) LOCAL 105 PAC","org_rg_134","79f59f57-f029-49d7-973f-a54569dec9e7","SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS LOCAL 105","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id","962809",1,5900,25000,"Glendora","CA","91740-6720"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS' INTERNATIONAL UNION SMART LOCAL UNION 105 PAC","org_rg_134","79f59f57-f029-49d7-973f-a54569dec9e7",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","962809",1,5000,25000,"Glendora","CA","91740"
"SHEET METAL, AIR, RAIL, TRANSPORTATION WORKERS' LOCAL INTERNATIONAL UNION (S.M.A.R.T.) LOCAL 105 PAC","org_rg_134","79f59f57-f029-49d7-973f-a54569dec9e7",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","962809",1,2500,25000,"Glendora","CA","91740"
"CA STATEWIDE LAW ENFORCEMENT ASSOC PAC","org_rg_135","5797aef8-335b-4365-b50d-39183b7574ed",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","970375",1,1500,480510,"Sacramento","CA","95814"
"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOC PAC","org_rg_135","5797aef8-335b-4365-b50d-39183b7574ed",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","970375",2,3500,480510,"Sacramento","CA","95814"
"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION (CSLEA) PAC","org_rg_135","5797aef8-335b-4365-b50d-39183b7574ed","CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION","adding_to_existing",FALSE,TRUE,FALSE,"same_contributor_id","970375",1,1500,480510,"Sacramento","CA","95814"
"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION (INTERMEDIARY FOR INDIVIDUAL MEMBERS UNDER $100)","org_rg_135","39d43a55-c041-442c-93df-958423c9260a",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,18,480510,480510,"Sacramento","CA","95833"
"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION PAC","org_rg_135","5797aef8-335b-4365-b50d-39183b7574ed","CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","970375",14,33800,480510,"Sacramento","CA","95814"
"CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION POLITICAL ACTION COMMITTEE","org_rg_135","5797aef8-335b-4365-b50d-39183b7574ed","CALIFORNIA STATEWIDE LAW ENFORCEMENT ASSOCIATION","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","970375",3,13000,480510,"Sacramento | SACRAMENTO","CA","95814 | 95814-3970"
"TECHNET","org_rg_136","24f0fc5c-6d61-4bb5-b6db-79bd6a84fc81",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,18,10623.08,15000,"Santa Clara","CA","95054"
"TECHNET POLITICAL ACTION COMMITTEE","org_rg_136","7277f857-c94b-4c61-857e-a8d47876df27",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","970849",1,2000,15000,"Sacramento","CA","95814"
"TECHNOLOGY NETWORK (TECHNET) CALIFORNIA PAC","org_rg_136","7277f857-c94b-4c61-857e-a8d47876df27",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","970849",15,46900,15000,"Burligame | Burlingame","CA","94010"
"TECHNOLOGY NETWORK TECHNET CALIFORNIA PAC","org_rg_136","7277f857-c94b-4c61-857e-a8d47876df27",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","970849",1,15000,15000,"Burlingame","CA","94010"
"AMALGAMATED TRANSIT UNION 1277","org_rg_137","9f828fd9-3e94-4ca7-920f-12079a8ddf4c",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","970941",6,4953.1,10300,"Los Angeles","CA","90031-2517"
"AMALGAMATED TRANSIT UNION 1277 PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_137","9f828fd9-3e94-4ca7-920f-12079a8ddf4c",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","970941",1,2500,10300,"Los Angeles","CA","90031"
"AMALGAMATED TRANSIT UNION LOCAL 1277","org_rg_137","9f828fd9-3e94-4ca7-920f-12079a8ddf4c","AMALGAMATED TRANSIT UNION LOCAL 1277","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id","970941",1,2500,10300,"Los Angeles","CA","90031"
"AMALGAMETED TRANSIT UNION LOCAL 1277 PAC","org_rg_137","9f828fd9-3e94-4ca7-920f-12079a8ddf4c",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","970941",3,10300,10300,"Los Angeles","CA","90031"
"NORTH COAST STATES REGIONAL COUNCIL OF CARPENTERS SMALL CONTRIBUTOR COMMITTEE","org_rg_138","8cad2fd3-1459-4672-8112-0c9c0183587a",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","972104",1,39200,39200,"Sacramento","CA","95814-0834"
"NORTHERN CALIFORNIA CARPENTERS REGIONAL COUNCIL POWER PAC","org_rg_138","8cad2fd3-1459-4672-8112-0c9c0183587a",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","972104",1,5900,39200,"Sacramento","CA","95814"
"APARTMENT ASSN OF ORANGE COUNTY PAC","org_rg_139","3cee9209-ce0c-4386-9679-bf59a484fe80",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","980470",3,30000,25000,"Anaheim","CA","92805"
"APARTMENT ASSOCIATION OF ORANGE COUNTY PAC","org_rg_139","3cee9209-ce0c-4386-9679-bf59a484fe80",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","980470",1,2500,25000,"Anaheim","CA","92805"
"AT&T CALIFORNIA EMPLOYEE PAC","org_rg_140","f4d699c4-5967-44a1-bdef-2e889f34b34e",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","981470",3,9675,5175,"San Francisco","CA","94108"
"AT&T CALIFORNIA EMPLOYEE POLITICAL ACTION COMMITTEE","org_rg_140","f4d699c4-5967-44a1-bdef-2e889f34b34e",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","981470",3,4219.2,5175,"San Francisco | SAN FRANCISCO","CA","94108"
"ELI LILLY AND COMPANY","org_rg_141","ff601529-de6d-4fdd-bf4b-2387addd9833",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,7,171500,130400,"Indianapolis | Washington","DC | IN","20004 | 46285"
"ELI LILLY AND COMPANY PAC","org_rg_141","7e73d9ca-9f0a-4a5d-83fc-944a7e7bbe7b",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","990321",3,6000,130400,"Indianapolis","IN","46285"
"ELI LILLY AND COMPANY POLITICAL ACTION COMMITTEE","org_rg_141","7e73d9ca-9f0a-4a5d-83fc-944a7e7bbe7b",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","990321",3,6000,130400,"Indianapolis | Sacramento","CA | IN","46285 | 95814"
"ENTERPRISE HOLDINGS, INC. / ENTERPRISE MOBILITY PAC (FEC ID# C00219642)","org_rg_144","65215d42-8673-46f5-83d5-1a072f3b2f08",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","992324",1,2500,12500,"St. Louis","MO","63105"
"ENTERPRISE HOLDINGS, INC. / ENTERPRISE MOBILITY POLITICAL ACTION COMMITTEE - FEDPAC ID# C00219642","org_rg_144","65215d42-8673-46f5-83d5-1a072f3b2f08",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","992324",1,2000,12500,"Saint Louis","MO","63105-4204"
"ENTERPRISE HOLDINGS, INC. POLITICAL ACTION COMMITTEE - FEDPAC ID# C00219642","org_rg_144","65215d42-8673-46f5-83d5-1a072f3b2f08",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","992324",1,5000,12500,"St. Louis","MO","63105"
"ENTERPRISE HOLDINGS, INC./ENTERPRISE MOBILITY PAC - (FEC ID# C00219642)","org_rg_144","65215d42-8673-46f5-83d5-1a072f3b2f08",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","992324",1,2000,12500,"St. Louis","MO","63105"
"ENTERPRISE HOLDINGS, INC./ENTERPRISE MOBILITY POLITICAL ACTION COMMITTEE - FEDPAC ID# C00219642","org_rg_144","65215d42-8673-46f5-83d5-1a072f3b2f08",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","992324",2,12500,12500,"Saint Louis","MO","63105"
"NORTHERN CALIFORNIA MECHANICAL CONTRACTORS ASSOCIATION","org_rg_145","18b2247f-0c5e-44bd-8d53-c9f8aae4f6b9",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,19600,30000,"Vacaville","CA","95688"
"THE PLUMBING, PIPING & MECHANICAL CONTRACTORS PAC","org_rg_145","78ba165e-c8d5-46aa-87ae-4bd28b84acca","THE PLUMBING, PIPING & MECHANICAL CONTRACTORS","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1219570",5,32000,30000,"Sacramento","CA","95814"
"THE PLUMBING, PIPING & MECHANICAL CONTRACTORS PAC SPONSORED BY CA LEGIS. CONFERENCE OF PLUMBING, HEATING & PIPING INDUSTRY","org_rg_145","78ba165e-c8d5-46aa-87ae-4bd28b84acca",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","1219570",1,5900,30000,"Sacramento","CA","95814"
"AFT COLLEGE STAFF GUILD - LOS ANGELES (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_148","b0883c94-00aa-4c6d-b107-8c762afebeac",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,12,31236.26,39122.25,"Los Angeles","CA","90068 | 90086"
"CABRILLO COLLEGE FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_148","85b9b5c1-09b0-4486-9782-ebca09c18b19",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,13,7885.99,39122.25,"Aptos","CA","95003"
"LOS ANGELES COLLEGE FACULTY GUILD COPE","org_rg_148","e4af870b-cd8b-48d8-bd2b-1dac6b18331b",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1227710",3,9000,39122.25,"Los Angeles | LOS ANGELES","CA","90068 | 90068-1404"
"LOS ANGELES COLLEGE GUILD","org_rg_148","e4af870b-cd8b-48d8-bd2b-1dac6b18331b",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","1227710",1,3000,39122.25,"Los Angeles","CA","90068"
"LOS ANGELES COLLEGE GUILD STATE PAC","org_rg_148","e4af870b-cd8b-48d8-bd2b-1dac6b18331b",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","1227710",1,3000,39122.25,"Los Angeles","CA","90068"
"TRUCK UNIT PAC SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION","org_rg_150","dab26e7a-f928-43df-8918-c1166e740e88",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1238126",2,25000,25000,"Sacramento","CA","95834"
"TRUCK UNIT PAC, SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION","org_rg_150","dab26e7a-f928-43df-8918-c1166e740e88",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1238126",1,3000,25000,"Sacramento","CA","95834"
"TRUCK UNIT PAC, SPONSORED BY THE CALIFORNIA TRUCKING ASSOCIATION SMALL CONTRIBUTOR COMMITTEE","org_rg_150","dab26e7a-f928-43df-8918-c1166e740e88",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1238126",1,11800,25000,"Sacramento","CA","95834"
"VULCAN MATERIALS COMPANY PAC","org_rg_152","699894d3-d3de-4588-a2fb-093172add8fe",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1244939",1,2500,5000,"Birmingham","AL","35242"
"VULCAN MATERIALS COMPANY PAC (FEC ID# C00116020)","org_rg_152","699894d3-d3de-4588-a2fb-093172add8fe",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1244939",2,5000,5000,"Birmingham","AL","35242"
"VULCAN MATERIALS COMPANY POLITICAL ACTION COMMITTEE (FEDERAL PAC ID# C00116020)","org_rg_152","699894d3-d3de-4588-a2fb-093172add8fe",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1244939",1,5000,5000,"Birmingham","AL","35242"
"CALIFORNIA ACADEMY OF FAMILY PHYSICIANS PAC","org_rg_158","096d82d5-6efc-4bcf-8de6-8e8080a31a9b","CALIFORNIA ACADEMY OF FAMILY PHYSICIANS","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id","1258616",1,5900,15000,"Sacramento","CA","95811"
"CALIFORNIA ACADEMY OF FAMILY PHYSICIANS POLITICAL ACTION COMMITTEE","org_rg_158","096d82d5-6efc-4bcf-8de6-8e8080a31a9b",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1258616",2,16000,15000,"Sacramento | SAN FRANCISCO","CA","94109 | 95811-3106"
"CALIFORNIA ASSOCIATION OF SHEET METAL & AIR CONDITIONING CONTRACTORS NATIONAL ASSOCIATION","org_rg_1583","15f6aefa-6eaf-448c-8627-db5410161a11",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,22,5537.71,30000,"Sacramento","CA","95814"
"CALIFORNIA ASSOCIATION OF SHEET METAL AND AIR CONDITIONING CONTRACTORS PAC","org_rg_1583","9c41d213-ccdd-475c-ac8c-468d8acdd41d",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge","801777",3,36500,30000,"Sacramento","CA","95815"
"MICROSOFT CORPORATION STAKEHOLDERS VOLUNTARY PAC (FEC ID C00227546)","org_rg_159","77250cd4-f0e3-4418-a647-1a212789a257",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1263106",1,3000,6000,"Redmond","WA","98052"
"MICROSOFT CORPORATION STAKEHOLDERS VOLUNTARY PAC - MSVPAC (FED PAC ID# C00227546)","org_rg_159","77250cd4-f0e3-4418-a647-1a212789a257",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1263106",1,6000,6000,"Redmond","WA","98052"
"CALIFORNIA COMMERCE CLUB, INC","org_rg_1599","4d6636b2-55c4-4e91-b1b2-db9796e7ac4e",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1",NA,1,2500,19600,"Commerce","CA","90040"
"CALIFORNIA COMMERCE CLUB, INC.","org_rg_1599","4d6636b2-55c4-4e91-b1b2-db9796e7ac4e","CALIFORNIA COMMERCE CLUB","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,5,27100,19600,"Commerce | COMMERCE | Los Angeles","CA","90040"
"THE COMMERCE HOTEL CASINO CALIFORNIA COMMERCE CLUB, INC.","org_rg_1599","0f19e721-f929-427c-91f4-fac066206911",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v5",NA,1,5000,19600,"Commerce","CA","90040"
"THE COMMERCE HOTEL CASINO-CALIFORNIA COMMERCE CLUB, INC.","org_rg_1599","0f19e721-f929-427c-91f4-fac066206911",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v5 | map1_bridge",NA,1,2000,19600,"Commerce","CA","90040-2501"
"CALIFORNIA COUNCIL FOR AFFORDABLE HOUSING","org_rg_1603","57f87588-d624-4af2-9ac1-06d6b82f31c7",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,19,11949.23,11949.23,"Sacramento","CA","95811"
