"entity_name","review_group_id","entity_id","canonical_name","entity_status","conflicting_contributor_ids","confirmed","is_conflict","link_methods","Contributor.ID","n_contributions","total_amount","max_single_recipient","city","state","zip"
"COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE SPONSORED BY AIRBNB, INC.","org_rg_218","0653437c-12c2-45b9-a4fd-4f514ce33af2",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1437529",1,10000,50000,"San Rafael","CA","94901"
"THE COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE, SPONSORED BY AIRBNB, INC.","org_rg_218","0653437c-12c2-45b9-a4fd-4f514ce33af2",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1437529",1,50000,50000,"San Rafael","CA","94901"
"UBER INNOVATION PAC","org_rg_219","b138c9ec-53cd-4787-afa3-24f87629d790","UBER TECHNOLOGIES","adding_to_existing",FALSE,TRUE,FALSE,"same_contributor_id","1439102",2,30000,115000,"San Rafael","CA","94901"
"UBER INNOVATION POLITICAL ACTION COMMITTEE","org_rg_219","b138c9ec-53cd-4787-afa3-24f87629d790",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","1439102",4,147500,115000,"San Rafael | SAN RAFAEL","CA","94901 | 94901-5596"
"CREDIT UNION OF SOUTHERN CA","org_rg_2190","2cee3eae-dcb7-4905-abf0-8b6a6809a90e",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge",NA,1,1500,19600,"Anaheim","CA","92809"
"CREDIT UNION OF SOUTHERN CALIFORNIA","org_rg_2190","57d0d482-f045-4afb-8e87-bee3f197ebba",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,6,26100,19600,"Anaheim | Ontario | Whittier","CA","90603-2077 | 91761 | 92808"
"MIKE GATTO FOR LT GOVERNOR 2026","org_rg_220","65fb719f-f181-47eb-9c4d-542b1c83c201",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1445004",1,10000,10000,"Encino","CA","91436-1856"
"MIKE GATTO FOR LT. GOVERNOR 2026","org_rg_220","65fb719f-f181-47eb-9c4d-542b1c83c201",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1445004",1,1000,10000,"Encino","CA","91436-1856"
"CALIFORNIANS FOR SAFER NEIGHBORHOODS","org_rg_221","dab8d44b-1bbf-44f5-a2d7-cbf0d573fc56",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","1445789",1,5500,7900,"Norwalk","CA","90650"
"CALIFORNIANS FOR SAFER NEIGHBORHOODS SPONSORED BY ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS","org_rg_221","dab8d44b-1bbf-44f5-a2d7-cbf0d573fc56",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1445789",4,16300,7900,"Norwalk | NORWALK","CA","90650"
"CALIFORNIANS FOR SAFER NEIGHBORHOODS, SPONSORED BY ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS","org_rg_221","dab8d44b-1bbf-44f5-a2d7-cbf0d573fc56",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1445789",4,10400,7900,"Norwalk","CA","90650"
"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS","org_rg_222","14ef12bf-9421-419b-9580-dbb9332e5bbd",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1446977",4,69883.34,45000,"Sacramento","CA","95815"
"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS","org_rg_222","14ef12bf-9421-419b-9580-dbb9332e5bbd",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1446977",1,5000,45000,"SACRAMENTO","CA","95815"
"LOWE'S COMPANIES, INC. PAC (FED PAC ID# C00251751)","org_rg_223","a4ef0b1f-57a4-458e-b241-e00574cad2cb",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1454875",1,2000,5000,"Mooresville","NC","28117"
"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE (FED PAC IDC00251751)","org_rg_223","a4ef0b1f-57a4-458e-b241-e00574cad2cb",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1454875",1,5000,5000,"MOORESVILLE","NC","28117"
"EMPLOYEES OF QUANTA SERVICES, INC. (FEC ID# C00720920)","org_rg_226","f99936ca-104d-4fe2-a32f-aedf8b9ce15b",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1459576",1,2000,12000,"Houston","TX","77056-6175"
"QUANTA SERVICES, INC. POLITICAL ACTION COMMITTEE (FEC ID #C00720920)","org_rg_226","f99936ca-104d-4fe2-a32f-aedf8b9ce15b",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1459576",2,12000,12000,"Houston","TX","77056"
"PHYSICIAN ASSOCIATION OF CALIFORNIA","org_rg_228","fb40e856-baa0-429b-9860-a76cf1d99946","PHYSICIAN ASSOCIATION OF CALIFORNIA","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,12,5650.83,39200,"Sacramento","CA","95814"
"PHYSICIAN ASSOCIATION OF CALIFORNIA (PAC) PAC","org_rg_228","fb40e856-baa0-429b-9860-a76cf1d99946",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","1464730",1,1500,39200,"Sacramento","CA","95814"
"PHYSICIAN ASSOCIATION OF CALIFORNIA (PAC) POLITICAL ACTION COMMITTEE","org_rg_228","fb40e856-baa0-429b-9860-a76cf1d99946",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","1464730",1,1500,39200,"Sacramento","CA","95814-4428"
"PHYSICIAN ASSOCIATION OF CALIFORNIA PAC","org_rg_228","fb40e856-baa0-429b-9860-a76cf1d99946","PHYSICIAN ASSOCIATION OF CALIFORNIA","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1464730",6,16000,39200,"Sacramento","CA","95814"
"PHYSICIAN ASSOCIATION OF CALIFORNIA POLITICAL ACTION COMMITTEE","org_rg_228","fb40e856-baa0-429b-9860-a76cf1d99946","PHYSICIAN ASSOCIATION OF CALIFORNIA","adding_to_existing",FALSE,TRUE,FALSE,"same_contributor_id","1464730",1,39200,39200,"Sacramento","CA","95814-4428"
"CA ALLIANCE OF FAMILY OWNED BUSINESSES PAC","org_rg_229","9b4f9aac-87d9-4d2b-b8c8-743708587f3a",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1465611",1,1000,50000,"San Rafael","CA","94901"
"CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESS PAC","org_rg_229","9b4f9aac-87d9-4d2b-b8c8-743708587f3a",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1465611",1,1500,50000,"San Rafael","CA","94901-5596"
"CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES","org_rg_229","f20a024c-30b2-428f-b181-b9e3e6c9c5e3",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,18,34718.55,50000,"San Rafael","CA","94901"
"CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES PAC","org_rg_229","9b4f9aac-87d9-4d2b-b8c8-743708587f3a",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1465611",30,113000,50000,"San Rafael | SAN RAFAEL","CA","94901 | 94901-5596"
"LOS ANGELES POLICE PROTECTIVE LEAGUE PAC","org_rg_23","b19e4deb-2eb0-48e7-aca2-1f9250bd3174","LOS ANGELES POLICE PROTECTIVE LEAGUE","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","743579",12,80900,39200,"Sacramento","CA","95814 | 95814-4503"
"LOS ANGELES POLICE PROTECTIVE LEAGUE PAC - SCC","org_rg_23","b19e4deb-2eb0-48e7-aca2-1f9250bd3174",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge | same_contributor_id","743579",1,5000,39200,"Sacramento","CA","95814"
"LOS ANGELES POLICE PROTECTIVE LEAGUE PAC - SMALL CONTRIBUTOR COMMITTEE","org_rg_23","b19e4deb-2eb0-48e7-aca2-1f9250bd3174","LOS ANGELES POLICE PROTECTIVE LEAGUE","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id","743579",1,6500,39200,"Sacramento","CA","95814"
"LOS ANGELES POLICE PROTECTIVE LEAGUE PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_23","b19e4deb-2eb0-48e7-aca2-1f9250bd3174",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","743579",2,20000,39200,"Sacramento","CA","95814"
"MARINER FINANCE LLC POLITICAL ACTION COMMITTEE","org_rg_230","157edb3f-a694-4021-a18a-45eb9a46951b",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1466651",2,10000,10000,"Nottingham","MD","21236"
"MARINER FINANCE LLC POLITICAL ACTION COMMITTEE (FEC ID#C00757823)","org_rg_230","157edb3f-a694-4021-a18a-45eb9a46951b",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1466651",1,3000,10000,"Nottingham","MD","21236"
"MARINER FINANCE LLC POLITICAL ACTION COMMITTEE (FED ID #C00757823)","org_rg_230","157edb3f-a694-4021-a18a-45eb9a46951b",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1466651",1,3000,10000,"Nottingham","MD","21236"
"MARINER FINANCE, LLC PAC (FED PAC ID #C00727823)","org_rg_230","157edb3f-a694-4021-a18a-45eb9a46951b",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1466651",1,3500,10000,"Nottingham","MD","21236"
"BUILDING A STRONGER FUTURE FOR CA PAC, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS","org_rg_232","a2e6121b-e41c-44ed-b985-d343c5fcd8c9",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1469747",1,5000,39200,"Sacramento","CA","95814"
"BUILDING A STRONGER FUTURE FOR CA PAC, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS SMALL CONTRIBUTOR COMMITTEE","org_rg_232","a2e6121b-e41c-44ed-b985-d343c5fcd8c9",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1469747",1,5900,39200,"Sacramento","CA","95814"
"BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC","org_rg_232","a2e6121b-e41c-44ed-b985-d343c5fcd8c9",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1469747",1,39200,39200,"Los Angeles","CA","90071-1712"
"BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC, SPONSORED BY WESTERN STATE REGIONAL COUNCIL OF CARPENTERS SCC","org_rg_232","a2e6121b-e41c-44ed-b985-d343c5fcd8c9",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1469747",1,3000,39200,"Sacramento","CA","95814"
"BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS","org_rg_232","a2e6121b-e41c-44ed-b985-d343c5fcd8c9",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1469747",4,28200,39200,"Sacramento | SACRAMENTO","CA","95814 | 95814-4503"
"BUILDING A STRONGER FUTURE FOR CALIFORNIA PAC, SPONSORED BY WESTERN STATES REGIONAL COUNCIL OF CARPENTERS SCC","org_rg_232","a2e6121b-e41c-44ed-b985-d343c5fcd8c9",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1469747",1,5900,39200,"Sacramento","CA","95814"
"DART CONTAINER","org_rg_2353","2fa36453-d045-4a92-b96b-8c03625da162",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,13,34700,20000,"Corona | Mason","CA | MI","48854 | 92880"
"DART CONTAINER CORPORATION","org_rg_2353","548e41f8-b40e-4aa7-96d4-2898b2d9095f",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,3,3400,20000,"Corona | Mason","CA | MI","48854 | 92880-1704"
"DAVITA KIDNEY CARE","org_rg_2367","d70f00d6-24de-439a-a7e7-f257b3c9d555",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge",NA,1,9800,75000,"Denver","CO","80202"
"DAVITA, INC","org_rg_2367","2e58183c-cc36-4657-9c74-546146547fef",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1",NA,1,5900,75000,"Sacramento","CA","95814"
"DAVITA, INC.","org_rg_2367","2e58183c-cc36-4657-9c74-546146547fef","DAVITA","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1","1257183",1,39200,75000,"Malvern","PA","19355-1457"
"DAVITA, INC.","org_rg_2367","2e58183c-cc36-4657-9c74-546146547fef","DAVITA","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,90000,75000,"Denver | Federal Way","CO | WA","80202 | 98063-4328"
"DAVITA, INC. INCLUDING AGGREGATED CONTRIBUTIONS","org_rg_2367","2e58183c-cc36-4657-9c74-546146547fef","DAVITA","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,15000,75000,"Tacoma","WA","98402"
"RANSOM FOR ASSEMBLY 2026","org_rg_237","f81f1819-a58b-46ae-8ea5-878a35aaf093",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1477142",1,1000,10000,"Inglewood","CA","90301"
"RHODESIA RANSOM FOR STATE ASSEMBLY","org_rg_237","f81f1819-a58b-46ae-8ea5-878a35aaf093",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1477142",2,10000,10000,"Inglewood","CA","90301-1764"
"GONZALEZ FOR ASSEMBLY 2026, MARK","org_rg_238","6db32d83-ad5e-40ef-8060-b72241997811",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1477312",1,1000,5900,"Norwalk","CA","90650"
"MARK GONZALEZ FOR ASSEMBLY 2026","org_rg_238","6db32d83-ad5e-40ef-8060-b72241997811",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1477312",1,5900,5900,"Norwalk","CA","90650-8352"
"EVAN LOW FOR STATE CONTROLLER 2030","org_rg_240","464092a3-b054-405a-a810-e2c240b8e1b6",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1478537",1,25000,25000,"SACRAMENTO","CA","95815"
"LOW FOR STATE CONTROLLER 2030","org_rg_240","464092a3-b054-405a-a810-e2c240b8e1b6",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1478537",1,5900,25000,"Sacramento","CA","95815"
"SMART JUSTICE AMERICA ACTION FUND (FEC ID# C00889832)","org_rg_241","3f0522a3-1022-4098-aa65-52d70b5c8118",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1479934",1,10000,12500,"Sacramento","CA","95815"
"SMART JUSTICE AMERICA ACTION FUND (FEDERAL ID# C00889832)","org_rg_241","3f0522a3-1022-4098-aa65-52d70b5c8118",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1479934",1,12500,12500,"Sacramento","CA","95815-4415"
"CALIFORNIANS FOR RESPONSIBLE ARTIFICIAL INTELLIGENCE, SPONSORED BY ENCODE AI CORPORATION","org_rg_242","4b4dd458-dc92-44fa-a331-5a8e68d2f458",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1480805",1,39200,39200,"San Rafael","CA","94901-5596"
"CALIFORNIANS FOR RESPONSIBLE ARTIFICIAL INTELLIGENCE, SPONSORED BY ENCODE ARTIFICIAL INTELLIGENCE CORPORATION","org_rg_242","4b4dd458-dc92-44fa-a331-5a8e68d2f458",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1480805",2,11800,39200,"San Rafael","CA","94901"
"CONSUMERS AGAINST GREED PAC","org_rg_243","4f8a1480-5774-48b1-ada9-a632c801117f",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1483175",1,1500,5900,"Sacramento","CA","95814"
"CONSUMERS AGAINST GREED PAC (CAG PAC)","org_rg_243","4f8a1480-5774-48b1-ada9-a632c801117f",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1483175",1,5900,5900,"Sacramento","CA","95814"
"MODERN INFRASTRUCTURE ALLIANCE PAC SPONSORED BY PROLOGIS","org_rg_246","5e77c301-834a-49e0-ad00-60e3f19a7069",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1488590",1,15000,1e+05,"San Rafael","CA","94901-5596"
"MODERN INFRASTRUCTURE ALLIANCE PAC, SPONSORED BY PROLOGIS","org_rg_246","5e77c301-834a-49e0-ad00-60e3f19a7069",NA,"new_entity",FALSE,FALSE,FALSE,"same_contributor_id","1488590",2,125000,1e+05,"San Rafael","CA","94901"
"DISNEY WORLDWIDE SERVICE INC.","org_rg_2473","45a2054d-24a7-40b3-ae64-55bd6e1a9de4",NA,"adding_to_existing",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,4000,15000,"Burbank","CA","91521"
"DISNEY WORLDWIDE SERVICES, INC","org_rg_2473","728ae24f-57f0-4735-91e7-59fe1828796b","DISNEY","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,2000,15000,"Orlando","FL","32830"
"DISNEY WORLDWIDE SERVICES, INC.","org_rg_2473","728ae24f-57f0-4735-91e7-59fe1828796b","DISNEY","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1",NA,4,20000,15000,"Burbank | Lake Buena Vista","CA | FL","32830 | 91521-0001"
"E & J GALLO WINERY","org_rg_2589","9c10ce6c-4298-44a0-8db2-520d7dd8bfe6","E & J GALLO WINERY","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,9,24900,25000,"Healdsburg | Modesto | MODESTO","CA","95354 | 95448"
"E&J GALLO WINERY INC.","org_rg_2589","04fb68b9-da2c-47f8-95bd-8db0cc2fbc19",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge",NA,1,25000,25000,"Modesto","CA","95354-2760"
"E. & J. GALLO WINERY","org_rg_2589","9c10ce6c-4298-44a0-8db2-520d7dd8bfe6","E & J GALLO WINERY","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1",NA,4,11800,25000,"Modesto","CA","95354 | 95354-2760"
"CA STATE PIPE TRADES COUNCIL PAC","org_rg_26","45b25f2f-acfc-44f3-9cec-df8a18e6eb2a","CALIFORNIA STATE PIPE TRADES COUNCIL","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","743895",2,7500,78400,"Sacramento","CA","95814"
"CALIFORNIA STATE PIPE TRADES COUNCIL","org_rg_26","45b25f2f-acfc-44f3-9cec-df8a18e6eb2a","CALIFORNIA STATE PIPE TRADES COUNCIL","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","743895",4,30700,78400,"Sacramento","CA","95814"
"CALIFORNIA STATE PIPE TRADES COUNCIL OF THE UNITED ASSOCIATION PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_26","45b25f2f-acfc-44f3-9cec-df8a18e6eb2a",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","743895",1,7500,78400,"Sacramento","CA","95814"
"CALIFORNIA STATE PIPE TRADES COUNCIL OF THE UNITED ASSOCIATION POLITICAL ACTION FUND","org_rg_26","45b25f2f-acfc-44f3-9cec-df8a18e6eb2a",NA,"adding_to_existing",FALSE,FALSE,FALSE,"same_contributor_id","743895",1,5000,78400,"Sacramento","CA","95814"
"CALIFORNIA STATE PIPE TRADES COUNCIL PAC","org_rg_26","45b25f2f-acfc-44f3-9cec-df8a18e6eb2a","CALIFORNIA STATE PIPE TRADES COUNCIL","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","743895",5,22500,78400,"Sacramento","CA","95814"
"CALIFORNIA STATE PIPE TRADES COUNCIL PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_26","45b25f2f-acfc-44f3-9cec-df8a18e6eb2a","CALIFORNIA STATE PIPE TRADES COUNCIL","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","743895",11,76500,78400,"Sacramento","CA","95814"
"CALIFORNIA STATE PIPE TRADES COUNCIL POLITICAL ACTION COMMITTEE","org_rg_26","45b25f2f-acfc-44f3-9cec-df8a18e6eb2a","CALIFORNIA STATE PIPE TRADES COUNCIL","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","743895",7,94420,78400,"Sacramento | SACRAMENTO","CA","95814 | 95814-3926 | 95814-3943"
"CALIFORNIA STATE PIPE TRADES COUNCIL POLITICAL ACTION FUND","org_rg_26","45b25f2f-acfc-44f3-9cec-df8a18e6eb2a","CALIFORNIA STATE PIPE TRADES COUNCIL","adding_to_existing",FALSE,TRUE,FALSE,"map1_bridge | same_contributor_id","743895",1,9800,78400,"Sacramento","CA","95814"
"EAST WEST BANK","org_rg_2611","866fc3e3-d035-4e6e-a86e-8ee65e63a047",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,71700,56700,"Pasadena | PASADENA","CA","91101"
"EAST WEST BANK AND E-W SERVICES, INC.","org_rg_2611","1e3babad-c4d2-4be7-b374-bedf67a3be93",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge",NA,1,10000,56700,"PASADENA","CA","91101"
"EDISON INTERNATIONAL & AFFILIATED ENTITIES","org_rg_2639","201542d2-c6ef-4adc-b561-9ab23aca193b","EDISON INTERNATIONAL","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1",NA,9,40000,2e+05,"Rosemead | ROSEMEAD","CA","91770"
"EDISON INTERNATIONAL AND AFFILIATED ENTITIES","org_rg_2639","201542d2-c6ef-4adc-b561-9ab23aca193b","EDISON INTERNATIONAL","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,16,327700,2e+05,"Rosemead | ROSEMEAD | Sacramento","CA","91770 | 95814"
"EDISON INTERNATIONAL AND AFFILIATED ENTITIES/SOUTHERN CALIFORNIA EDISON","org_rg_2639","f6ef839c-df30-4ae0-a37a-3abec2fe7c18","SOUTHERN CALIFORNIA EDISON","adding_to_existing",FALSE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,5,23600,2e+05,"Rosemead","CA","91770"
"SOUTHERN CA EDISON","org_rg_2639","1bb6f668-21ec-44e2-8e7d-9b98118302f0",NA,"adding_to_existing",FALSE,FALSE,FALSE,"internal_fuzzy+map1_bridge | map1_bridge",NA,1,5900,2e+05,"Rosemead","CA","91770"
"SOUTHERN CALIFORNIA EDISON COMPANY","org_rg_2639","0d9ea915-9034-44de-8cc6-fc6b5f1a2471",NA,"adding_to_existing",FALSE,FALSE,FALSE,"internal_fuzzy | internal_fuzzy+map1_bridge | map1_bridge",NA,1,-9100,2e+05,"Rosemead","CA","91770"
"SOUTHERN CALIFORNIA GRADING, INC.","org_rg_2639","14922381-f0b4-40f5-9ad7-df205f6a420d",NA,"adding_to_existing",FALSE,FALSE,FALSE,"internal_fuzzy",NA,1,2110.5,2e+05,"Irvine","CA","92606"
"EISAI, INC","org_rg_2656","b5b16291-7cdc-4c5b-b893-3ef2231c4fc6",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1",NA,2,19600,19600,"Bridgewater","NJ","08807"
"EISAI, INC.","org_rg_2656","b5b16291-7cdc-4c5b-b893-3ef2231c4fc6",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1",NA,2,398,19600,"Bridgewater","NJ","08807"
"ANTHEM BLUE CROSS","org_rg_2704","b34c0a50-77ca-457a-adfd-6e168b65203d",NA,"new_entity",FALSE,FALSE,FALSE,"map1_bridge",NA,1,200,39200,"Glendale","CA","91205"
"ELEVANCE HEALTH INC.","org_rg_2704","8826ac90-8c31-43b8-8456-316687f9f5b2",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,4,60700,39200,"Cincinnati | Thousand Oaks","CA | OH","45209-7542 | 91362"
"ELEVANCE HEALTH, INC. AND ITS AFFILIATE ANTHEM BLUE CROSS","org_rg_2704","32ba167e-438f-4d68-837d-c7aced8898e9",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,4,13300,39200,"Cincinnati | Sacramento","CA | OH","45209 | 95819"
"21ST CENTURY ALLIANCE","org_rg_278","e0e19137-f3a4-42dc-a72c-ae8dc14d0411",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,24,16872.3,16872.3,"Sacramento","CA","95811"
"21ST CENTURY ALLIANCE GOOD GOVERNMENT PAC","org_rg_278","f9d063ad-acd3-4296-8921-670c6d16b780",NA,"new_entity",FALSE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge","1439959",5,15800,16872.3,"Oakland","CA","94607 | 94607-3510"
"CA PROFESSIONAL FIREFIGHTERS PAC","org_rg_28","86a2afc0-6bf5-45f1-8682-9f65076aa6b6",NA,"merge_conflict",FALSE,FALSE,TRUE,"map1_bridge | same_contributor_id","744058",1,5900,550000,"Sacramento","CA","95833"
"CA PROFESSIONAL FIREFIGHTERS PAC - SCC","org_rg_28","86a2afc0-6bf5-45f1-8682-9f65076aa6b6","CA PROFESSIONAL FIREFIGHTERS","merge_conflict",FALSE,TRUE,TRUE,"map1_bridge | same_contributor_id","744058",1,1000,550000,"Sacramento","CA","95833"
"CALIFORNIA PROFESSIONAL FIREFIGHTERS","org_rg_28","86a2afc0-6bf5-45f1-8682-9f65076aa6b6","CALIFORNIA PROFESSIONAL FIREFIGHTERS","merge_conflict",FALSE,TRUE,TRUE,"map1_bridge | same_contributor_id","744058",1,3000,550000,"Sacramento","CA","95833"
"CALIFORNIA PROFESSIONAL FIREFIGHTERS PAC","org_rg_28","86a2afc0-6bf5-45f1-8682-9f65076aa6b6","CALIFORNIA PROFESSIONAL FIREFIGHTERS","merge_conflict",FALSE,TRUE,TRUE,"map1_bridge | same_contributor_id | same_contributor_id","744058",15,54700,550000,"Sacramento","CA","95833 | 95833-3633"
"CALIFORNIA PROFESSIONAL FIREFIGHTERS PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_28","86a2afc0-6bf5-45f1-8682-9f65076aa6b6","CALIFORNIA PROFESSIONAL FIREFIGHTERS","merge_conflict",FALSE,TRUE,TRUE,"map1_bridge | same_contributor_id | same_contributor_id","744058",37,47567.39,550000,"Sacramento","CA","95833"
"CALIFORNIA PROFESSIONAL FIREFIGHTERS POLITICAL ACTION COMMITTEE","org_rg_28","86a2afc0-6bf5-45f1-8682-9f65076aa6b6","CALIFORNIA PROFESSIONAL FIREFIGHTERS","merge_conflict",FALSE,TRUE,TRUE,"map1_bridge | same_contributor_id | same_contributor_id","744058",26,630300,550000,"Sacramento | SACRAMENTO","CA","95833 | 95833-3633"
"FOX CORPORATE SERVICES","org_rg_3051","701e8ef8-d512-4caa-8671-cfe92df855ad",NA,"adding_to_existing",FALSE,FALSE,FALSE,"map1_bridge",NA,1,5900,19600,"Los Angeles","CA","90064"
