"","pac_id","Contributor.Name","name_variants","is_seed","status","unresolvable_reason","is_federal_pac","suspected_federal_pac","suspected_federal_reason","is_major_donor_ie","is_candidate_pac","low_data_sufficiency","unknown_data_sufficiency","data_ok","contributor_is_dc_based","total_received","total_donated_all","data_sufficiency","unitemized_amount","under_5k_amount","over_5k_amount","pct_over_5k","total_direct_over_5k","total_resolvable","pct_resolvable","classification_status"
"1","1486767","BUILDING A BETTER CALIFORNIA","Building a Better California | BUILDING A BETTER CALIFORNIA",TRUE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,156832665.71,168100000,0.932972431350387,25,0,156832640.71,0.999999840594433,156832640.71,156832640.71,0.999999840594433,"classify_by_contributors"
"2","1478478","Youth Save Democracy PAC","Youth Save Democracy | Youth Save Democracy PAC",TRUE,"unresolved","major_donor_ie_committee",FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,32500,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"3","1331005","Planned Parenthood Affiliates of California VOTES PAC","Planned Parenthood Affiliates of California Votes PAC | Planned Parenthood Affiliates of California VOTES PAC | PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA VOTES PAC | Planned Parenthood of CA VOTES PAC | Protecting Choice in California, a Project of Planned Parenthood Affiliates of California",TRUE,"resolved","low_data_sufficieny",FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,85525.68,133831.4,0.639055408521468,8199.04,7326.64,70000,0.818467622823928,70000,19902.0099801819,0,"unresolvable"
"4","1049814","International Brotherhood of Electrical Workers (IBEW) PAC","IBEW PAC Educational Fund | International Brotherhood of Electrical Workers (IBEW) PAC | International Brotherhood of Electrical Workers (IBEW) PAC Educational Fund | International Brotherhood of Electrical Workers PAC | International Brotherhood of Electrical Workers PAC (IBEW PAC) | International Brotherhood of Electrical Workers PAC Educational Fund (IBEW PAC) | International Brotherhood of Electrical Workers Political Action Committee",TRUE,"resolved","suspected_federal_pac",FALSE,TRUE,"dc_based",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,820856,156100,5.2585265855221,808142,4000,0,0,0,0,0,"unresolvable"
"5","1477447","Mike Fong for Assembly 2026","Fong for Assembly 2026, Mike | Mike Fong for Assembly | Mike Fong for Assembly 2026 | Mike Fong For Assembly 2026",TRUE,"resolved",NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1026233.56,379741.49,2.70245308196373,298.88,496834.68,527100,0.513625767607912,527100,390563.271533084,0.380579321078804,"classify_as_candidate"
"6","1042247","California Thoroughbred Breeders Association Local PAC","California Thoroughbred Breeders Association Local PAC | California Thoroughbred Breeders Association PAC | California Thoroughbred Breeders Association Political Action Committee | California Thoroughbred Breeders Association Political Action Committee State PAC",TRUE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30500,20000,1.525,100,9100,21000,0.688524590163934,21000,21000,0.688524590163934,"classify_by_contributors"
"7","1398311","U.A. Local No. 228 Building Corporation PAC Fund","U.A. Local No. 228 Building Corporation PAC Fund | U.A. Local Union 228 Political Action Fund",TRUE,"unresolved","no_contributor_data",FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,6000,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"8","1490064","Garry's List Action","Garry's List Action | GARY'S LIST ACTION",TRUE,"resolved","suspected_federal_pac",FALSE,TRUE,"dc_based",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,403021,74200,5.43154986522911,1449,18272,379600,0.941886402941782,379600,379600,0.941886402941782,"unresolvable"
"9","1483803","Democratic Action, Sponsored by Democratic Governors Association","Democratic Action, Sponsored by Democratic Governors Association | Democratic Action, sponsored by Democratic Governors Association (Fed PAC ID #C00562983) | Democratic Action, Yes on 50, sponsored by Democratic Governors Association (FED PAC ID #C00562983)",TRUE,"federal_pac","federal_pac",TRUE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"10","1058417","CalTravel Association PAC","CalTravel Association PAC | CalTravel Association PAC, Sponsored by California Travel Association | CALTRAVEL ASSOCIATION PAC, SPONSORED BY CALIFORNIA TRAVEL ASSOCIATION | CalTravel PAC | CalTravel PAC, sponsored by California Travel Association | CalTravel PAC, Sponsored by California Travel Association | CALTRAVEL PAC, SPONSORED BY CALIFORNIA TRAVEL ASSOCIATION",TRUE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,489441.35,313400,1.56171458200383,263.56,136846.6,352331.19,0.719863963271595,352331.19,352331.19,0.719863963271595,"classify_by_contributors"
"11","1255069","Duane Morris Government Committee","Duane Morris Government Committee | Duane Morris LLP Government Committee | Duane Morris LLP Government Committee PA ID#7900289 | Duane Morris LLP Government Committee State & Local Fund",TRUE,"federal_pac","federal_pac",TRUE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"12","1406838","Teamsters Local Union 350 PAC","Teamsters Local Union 350 PAC",TRUE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,70323.05,38200,1.84091753926702,0,3417.05,66906,0.951409246328195,66906,0,0,"unresolvable"
"13","1365388","California Almond Industry PAC, Sponsored by The Almond Alliance of California","Almond Alliance PAC | CA Almond Industry PAC | CA Almond Industry PAC, Sponsored by The Almon Alliance of California | CA Almond Industry PAC, Sponsored by the Almond Alliance of CA | CA Almond Industry PAC, Sponsored by The Almond Alliance of CA | CA Almond Industry PAC, Sponsored by the Almond Alliance of California | CA Almond Industry PAC, Sponsored by The Almond Alliance of California | CA Almond Industry PAC, Spronsored by the Almond Alliance of California | CA Almond Industy -PAC Sponsored by the Almond Alliance of CA | California Almond Industry PAC, Sponsored by the Almond Alliance of California | California Almond Industry PAC, Sponsored by The Almond Alliance of California | California Almond Industry PAC, Sponsored by The Almond Alliance Of California",TRUE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,114270.5,135350,0.844259327669006,650,73700,37100,0.324668221456981,37100,37100,0.324668221456981,"unresolvable"
"14","1342714","International Brotherhood of Electrical Workers Local 569 Candidate PAC","Internat'l Brotherhood of Electrical Workers (IBEW) Local 569 Candidate PAC | International Brotherhood of Electrica Workes Local 569 | International Brotherhood of Electrical Workers Local 569 Candidate PAC",TRUE,"resolved","no_over_5k_contributors",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,347793.98,199550,1.74289140566274,207824.5,113485.51,0,0,0,0,0,"unresolvable"
"15","1018392","California Democratic Party","California Democratic Party | California Democratic Party -- State | California Democratic Party- SRE Restricted Use Account",TRUE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,47605261.74,4192628.26,11.3545153034865,8782.24,315739.09,47278925.41,0.993144952510033,47278925.41,28866408.9800607,0.606370134833349,"classify_by_contributors"
"16","1482358","Central Valley Council","Central Valley Council",TRUE,"unresolved","no_contributor_data",FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,117000,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"17","1261647","San Marcos Professional Firefighters Association PAC","San Marcos Professional Firefighters Association PAC",TRUE,"unresolved","no_contributor_data",FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,5000,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"18","1258919","Schools First Federal Credit Union (FCU) Employees State PAC","Schools First FCU Employee State PAC | Schools First FCU Employees State PAC | Schools First Federal Credit Union (FCU) Employees State PAC | Schoolsfirst FCU Employees State PAC | SchoolsFirst FCU Employees State PAC | Schoolsfirst Federal Credit Union Employees State PAC | SchoolsFirst Federal Credit Union Employees State PAC",TRUE,"resolved","low_data_sufficieny",FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14767.4,36000,0.410205555555555,9909.32,3353.46,0,0,0,0,0,"unresolvable"
"19","1273830","Wescom Credit Union State PAC","Wescom Credit Union State PAC",TRUE,"resolved","low_data_sufficieny",FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,25668.07,43900,0.584694077448747,5204.65,19043.41,0,0,0,0,0,"unresolvable"
"20","1280975","Teamsters Union Local No. 665 PAC","Teamsters Local Union No. 665 | TEAMSTERS LOCAL UNION NO. 665 | Teamsters Union Local No. 665 | Teamsters Union Local No. 665 PAC | Teamsters Union Local No. 665 PAC Small Contributor Committee | Teamsters Union Local No.665 PAC",TRUE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,194238.21,51300,3.78631988304094,146663.06,13781.15,33749,0.17375057152761,33749,33749,0.17375057152761,"unresolvable"
"21","1371227","LeadingAge California PAC","LeadingAge California PAC",TRUE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,76666.54,18900,4.05643068783069,332.4,68264.4,7569.74,0.0987359022593167,7569.74,7569.74,0.0987359022593167,"unresolvable"
"22","1435087","Bill Dodd for Lt. Governor 2026","Bill Dodd for Lt. Gov. 2026 | Bill Dodd for Lt. Governor 2026",TRUE,"unresolved","no_contributor_data",FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,22800,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"23","1436215","California Psychiatrists PAC","California Psychiatrists PAC | California Psychiatrists Political Action Committee, Sponsored by California Psychiatric Societies",TRUE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,23439,13000,1.803,0,6300,17139,0.731217202099066,17139,17139,0.731217202099066,"classify_by_contributors"
"24","1268631","Exchange Contractors State PAC","Exchange Contractors PAC | Exchange Contractors State PAC",TRUE,"resolved","low_data_sufficieny",FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,15434,27900,0.553189964157706,50,10384,5000,0.323960088117144,5000,5000,0,"unresolvable"
"25","1039258","Western Plant Health Association PAC","Western Plant Health Assoc PAC | Western Plant Health Association (WPHA) PAC | Western Plant Health Association PAC | Western Plant Heatlh Association (WPHA) PAC",TRUE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,54305,47500,1.14326315789474,142,45451,8712,0.160427216646718,8712,8712,0.160427216646718,"unresolvable"
"26","1288633","California Snow Political Committee, Sponsored by the California Ski Industry Association","California Snow PAC | California Snow Political Committee, Sponsored by the California Ski Industry Association",TRUE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,45911.67,19000,2.41640368421053,386.79,12568.17,32956.71,0.717828604361375,32956.71,32956.71,0.717828604361375,"classify_by_contributors"
"27","1298176","HNTB Holdings Ltd. PAC (FEC ID# C00386029)","HNTB Holdings Ltd PAC (FEC ID#C0038629) | HNTB Holdings Ltd. PAC (FEC ID #C00386029) | HNTB Holdings Ltd. PAC (FEC ID# C00386029) | HNTB Holdings Ltd. PAC FEC ID# C00386029",TRUE,"federal_pac","federal_pac",TRUE,FALSE,"all_contributors_federal",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"28","1484213","Nancy Skinner for Board of Equalization 2030","Nancy Skinner for Board of Equalization 2030",TRUE,"resolved",NA,FALSE,FALSE,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2161.87,7500,0.288249333333333,2161.87,0,0,0,0,0,0,"classify_as_candidate"
"29","1243454","Pacific Merchant Shipping Association PAC","Pacific Merchant Shipping Assn PAC | Pacific Merchant Shipping Association | Pacific Merchant Shipping Association PAC",TRUE,"unresolved","no_contributor_data",FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,34000,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"30","1300663","Sheet Metal Workers Local 206 PAC","Sheet Metal Workers Local 206 | Sheet Metal Workers Local 206 PAC",TRUE,"resolved","no_over_5k_contributors",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,121337.75,95800,1.2665735908142,68961.22,31174.83,0,0,0,0,0,"unresolvable"
"31","1020192","International Union of Operating Engineers Local Union No. 501 PAC","International Union of Operating Engineers Local Union #501 PAC | International Union of Operating Engineers Local Union No. 501 PAC | International Union of Operating Engineers Local Union No. 501 Political Action Committee | Operating Engineers Local 501 | Operating Engineers Local 501 IUOE | Operating Engineers Local 501, I.U.O.E. PAC",TRUE,"resolved","low_data_sufficieny",FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,24073,38450,0.626085825747724,24073,0,0,0,0,0,0,"unresolvable"
"32","1444108","Phil Ting for Treasurer 2026","Phil Ting for Treasurer 2026 | Phil Ting For Treasurer 2026",TRUE,"unresolved","no_contributor_data",FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,49700,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"33","1327739","Solar Energy Industries Association California PAC","Solar Energy Industries Association California PAC | Solar Energy Industries Association Inc.  California PAC | Solar Energy Industries Association Inc. PAC | Solar Energy Industries Association, Inc California PAC | Solar Energy Industries Association, Inc. - California PAC | Solar Energy Industries Association, Inc. California PAC",TRUE,"resolved","suspected_federal_pac",FALSE,TRUE,"dc_based",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,27939.5,39000,0.716397435897436,0,0,27939.5,1,27939.5,27939.5,0,"unresolvable"
"34","1030435","California Republican Party","California Republican Party | California Republican Party (State)",TRUE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,18859542.22,2767348.96,6.81502134085757,2692.39,200046.3,18650803.53,0.988931932304346,18650803.53,7634853.65005806,0.404827092884658,"unresolvable"
"35","1238271","Howard Jarvis Taxpayers Association Small Contributor Committee","Howard Jarvis Taxpayers Assn | Howard Jarvis Taxpayers Assn Small Contributor Committee | Howard Jarvis Taxpayers Assoc | Howard Jarvis Taxpayers Assoc State PAC-SCC | Howard Jarvis Taxpayers Association | Howard Jarvis Taxpayers Association SCC | Howard Jarvis Taxpayers Association Small Contributor Committee | Howard Jarvis Taxpayers Association-SCC",TRUE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,141253.82,120900,1.16835252274607,88226.82,14501,25986,0.183966706174743,25986,25986,0.183966706174743,"unresolvable"
"36","1067655","SEIU California State Council for Working People","SEIU California State Council for Working People | SEIU California State Council For Working People | SEIU CALIFORNIA STATE COUNCIL FOR WORKING PEOPLE",FALSE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8793053.16,5409300,1.62554363041429,8706803.24,0,86249.92,0.0098088705288801,86249.92,86249.92,0.0098088705288801,"unresolvable"
"37","1030699","UNITE HERE TIP State & Local Fund","UNITE HERE TIP State & Local Fund | Unite Here Tip State & Local Fund (NY SBOE ID #3370)",FALSE,"resolved","no_over_5k_contributors",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3986896.24,73600,54.1697858695652,3986896.24,0,0,0,0,0,0,"unresolvable"
"38","1227710","Los Angeles College Faculty Guild COPE","Los Angeles College Faculty Guild Cope | Los Angeles College Faculty Guild COPE | LOS ANGELES COLLEGE FACULTY GUILD COPE | Los Angeles College Guild | Los Angeles College Guild - State | Los Angeles College Guild COPE | Los Angeles College Guild State PAC | Los Angeles College Guild State Political",FALSE,"unresolved","no_contributor_data",FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,104400,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"39","1460720","Eleni Kounalakis Ballot Measure Committee","Eleni Kounalakis Ballot Measure Committee",FALSE,"resolved","low_data_sufficieny",FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3000,50000,0.06,0,3000,0,0,0,0,0,"unresolvable"
"40","1018697","California Bankers Association State PAC","CA Bankers Assn State PAC | CA Bankers Association State PAC | California Bankers Assoc | California Bankers Association State PAC | California Bankers Association State Political Action Committee",FALSE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,253887.11,186000,1.36498446236559,75,80522.24,172589.87,0.679789808943038,172589.87,162589.87,0.640402224437467,"classify_by_contributors"
"41","1056422","Cemetary and Mortuary Association of California PAC","Cemetary and Mortuary Asociation of California PAC | Cemetary and Mortuary Assoc of CA | Cemetary and Mortuary Association of California PAC | Cemetary and Mortuary Association of California Political Action Committee | Cemetery and Mortuary Association of California PAC",FALSE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,36484.77,24500,1.48917428571429,0,11484.77,25000,0.685217420858073,25000,15000,0.411130452514844,"unresolvable"
"42","1303937","Association of California State Supervisors PAC","Assn of California State Supervisors PAC | Association of CA State Supervisors PAC | Association of CA State Supervisors- PAC | Association of California State Supervisors PAC",FALSE,"resolved","no_over_5k_contributors",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,181243.98,134100,1.35155838926174,179885.6,820,0,0,0,0,0,"unresolvable"
"43","1303833","Service Employees International Union Local 121RN PAC","SEIU Local 121RN PAC Small Contributor Committee | Service Employee International Union Local 121RN PAC | Service Employees International Union Local 121 RN PAC | Service Employees International Union Local 121RN PAC | SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 121RN PAC | Service Employees International Union Local 121RN PAC Small Contributor Committee",FALSE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,226140.7,127243.2,1.77723210356231,207053.45,0,19087.25,0.0844043111213506,19087.25,19087.25,0.0844043111213506,"unresolvable"
"44","1263100","Housing Contractors of California PAC","Housing Contractors of California PAC",FALSE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27641.5,5900,4.685,0,12784.5,14857,0.537488920644683,14857,14857,0.537488920644683,"classify_by_contributors"
"45","1047613","Central City Association PAC","Central City Assocation PAC | Central City Association PAC",FALSE,"unresolved","no_contributor_data",FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,13800,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"46","1311499","FairPAC, Sponsored by the Civil Justice Association of California","FairPAC | FairPAC, sponsored by Civil Justice Association of California | FairPac, Sponsored by the Civil Justice Association of California | FairPAC, sponsored by the Civil Justice Association of California | FairPAC, Sponsored by the Civil Justice Association of California | FairPAC, Sponsored by the Justice Association of California",FALSE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,181463.86,80161.71,2.26372241809712,0,0,181463.86,1,181463.86,157979.756034221,0.870585228564082,"classify_by_contributors"
"47","1021953","California Conference Board, Amalgamated Transit Union PAC","CA Conference Board Amalgamated Transit Union | CA Conference Board Amalgamated Transit Union - SCC | CA Conference Board Amalgamated Transit Union PAC - SCC | CA Conference Board, Amalgamated Transit Union PAC | California Conference Board Amalgamated Transit Union | California Conference Board Amalgamated Transit Union PAC | California Conference Board Amalgamated Transit Union PAC Small Contributor Committee | California Conference Board, Amalgamated Transit Union PAC | California Conference Board, Amalgamated Transit Union PAC Small Contributor Commitee | California Conference Board, Amalgamated Transit Union PAC Small Contributor Committee | California Conference Board, Amalgated Transit Union PAC | California Conferenece Board, Amalgamated Transit Union PAC",FALSE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,372574.07,128850,2.89153333333333,363060.66,0,9513.41,0.0255342783248442,9513.41,9513.41,0.0255342783248442,"unresolvable"
"48","1447800","CALJUSTICE PAC","CALJUSTICE PAC",FALSE,"unresolved","no_contributor_data",FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,12170.61,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"49","1454100","San Diego Labor Coalition, Sponsored by Laborers' International Union of North America Local 89","San Diego Labor Coalition, Sponsored by Laborers' International Union of North America Local 89 | San Diego Labor Coalition, Sponsored by LiUNA Local 89 | San Diego Labor Coalition, Sponsored by LIUNA Local 89",FALSE,"unresolved","no_contributor_data",FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,36600,NA,NA,NA,NA,NA,0,0,0,"unresolvable"
"50","1026184","Cal Fire Local 2881 Small Contributor PAC","Cal Fire Local | Cal Fire Local 2281 - SCC | Cal Fire Local 2881 | Cal FIre Local 2881 | Cal Fire Local 2881 PAC SCC | Cal Fire Local 2881 PAC Small Contributor Committee | CAL Fire Local 2881 PAC Small Contributor Committee | Cal Fire Local 2881 SCC PAC | Cal Fire Local 2881 Small Contributor Committee | CAL FIRE Local 2881 Small Contributor Committee PAC | Cal Fire Local 2881 Small Contributor PAC | CAL Fire Local 2881 Small Contributor PAC | CAL FIRE Local 2881 Small Contributor PAC | CalFire Local 2881 Small Contributor PAC | California Fire Local 2881 Small Contributor PAC",FALSE,"resolved","no_over_5k_contributors",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1234703,620000,1.9914564516129,1234286,0,0,0,0,0,0,"unresolvable"
"51","1388537","California Apartment Association Issues Committee","California Apartment Association Issues Committee",FALSE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,500050,109000,4.58761467889908,50,0,5e+05,0.999900009999,5e+05,0,0,"unresolvable"
"52","1045740","California Teachers Association / Issues PAC","California Teachers Association - Issues PAC | California Teachers Association / Issues PAC | CALIFORNIA TEACHERS ASSOCIATION / ISSUES PAC | California Teachers Association Issues PAC | California Teachers Association/Issues PAC",FALSE,"resolved","no_over_5k_contributors",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,23937501.46,24114755.77,0.992649549856917,23935572.07,1257.39,0,0,0,0,0,"unresolvable"
"53","1045082","California Hospitals Committee on Issues, (CHCI) sponsored by California Association of Hospitals and Health Systems (CAHHS)","California Hospital Committee on Issues sponsored by CAHHS | California Hospitals Committee on Issues (CHCI) Sponsored by California Association of Hospitals and Health Systems (CAHHS) | California Hospitals Committee on Issues Sponsored by CA Association of Hospitals and Health Systems (CAHHS) | California Hospitals Committee on Issues Sponsored by CAHHS | California Hospitals Committee on Issues, (CHCI) sponsored by California Association of Hospitals and Health Systems (CAHHS) | CALIFORNIA HOSPITALS COMMITTEE ON ISSUES, (CHCI) SPONSORED BY CALIFORNIA ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS (CAHHS) | California Hospitals Committee on Issues, Sponsored by CAHHS",FALSE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,127593546.16,15156455.3,8.4184292193967,0,58098.83,127535447.33,0.999544656985024,127535447.33,127509921.3,0.999344599609332,"classify_by_contributors"
"54","1407923","California Progressive PAC","California Progressive PAC",FALSE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,303147.44,148800,2.0372811827957,0,19000,284147.44,0.937324227445233,284147.44,194921.45707812,0.642992258414323,"classify_by_contributors"
"55","1467902","Elevate California Action Committee","Elevate California Action Committee",FALSE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,274791,230000,1.19474347826087,0,4791,270000,0.982564931165868,270000,270000,0.982564931165868,"classify_by_contributors"
"56","1377164","State Building and Construction Trades Council of California Independent Expenditure PAC","State Building & Construction Trades Council of CA Independent Exp. PAC | State Building and Construction Trades Council of CA IE PAC | State Building and Construction Trades Council of California IE PAC | State Building and Construction Trades Council of California Independent Expenditure PAC",FALSE,"resolved","low_data_sufficieny",FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,918631.95,2264857.25,0.405602582679328,221.66,135239.4,783170.89,0.85254044342786,783170.89,478015.08727554,0,"unresolvable"
"57","1054869","State Coalition of Probation Organizations PAC","State Coalition of Probation Organizations PAC | STATE COALITION OF PROBATION ORGANIZATIONS PAC",FALSE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,67984.77,65000,1.04591953846154,0,7500,60484.77,0.889681174180629,60484.77,15035.6710801741,0.221162343862811,"unresolvable"
"58","1457818","Tony Vazquez for State Treasurer 2026","Tony Vazquez for State Treasurer 2026",FALSE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,191686,7580,25.2883905013193,1506,57980,131500,0.686017758208737,131500,121500,0.633849107394385,"classify_by_contributors"
"59","1478738","Al Muratsuchi for Superintendent of Public Instruction 2026","Al Muratsuchi for Superintendent of Public Instruction 2026",FALSE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,431985.2,5615,76.9341406945681,3238.7,193478.32,229768.18,0.531889009160499,229768.18,148404.40217881,0.343540478189554,"unresolvable"
"60","1038905","Consumer Attorneys of California Issues Political Action Committee","Consumer Attorneys of California Issues Political Action Committee",FALSE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4053750.9,2150000,1.88546553488372,0.9,14750,4039000,0.996361172562429,4039000,4039000,0.996361172562429,"classify_by_contributors"
"61","1042437","California Professional Firefighters Ballot Issues Committee","California Professional Firefighters - Ballot Issues Comm. | California Professional Firefighters Ballot Issue Committee | California Professional Firefighters Ballot Issues Committee",FALSE,"resolved","no_over_5k_contributors",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2038754.59,640000,3.185554046875,2038754.59,0,0,0,0,0,0,"unresolvable"
"62","1069839","Biocom California PAC","Biocom California PAC | BioCom California PAC | BIOCOM California PAC | Biocom PAC | BIOCOM PAC",FALSE,"resolved","low_pct_resolvable",FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,181498.65,106000,1.71225141509434,7028.85,91114.8,83255,0.458708646042271,83255,73255,0.403611817498367,"unresolvable"
"63","1358790","California Asian Chamber of Commerce Issues PAC","California Asian Chamber of Commerce Issues PAC | California Asian Chamber of Commerce Issues Political Action Committee",FALSE,"resolved",NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,290950,58500,4.97350427350427,0,0,290950,1,290950,290949.054902467,0.999996751684024,"classify_by_contributors"
"64","1380675","Yes on 50, The Election Rigging Response Act, Governor Newsom's Ballot Measure Committee","Election Rigging Response Act, Newsom's Ballot Measure Committee | Governor Newsom's Ballot Measure Committee Yes on 50 The Election Rigging Response Act | Yes on 50, The Election Rigging Response Act, Governor Newsom's Ballot Measure Committee",FALSE,"resolved","suspected_federal_pac",FALSE,TRUE,"dc_based",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,122043598.78,19666766.79,6.20557512493898,17055346.41,16103647.94,84096573.84,0.6890699281295,84096573.84,42736680.9076869,0.347047851923736,"unresolvable"
