"entity_name","review_group_id","original_group_id","entity_id","canonical_name","entity_status","conflicting_contributor_ids","confirmed","link_methods","Contributor.ID","n_contributions","total_amount","max_single_recipient","same_recipient_variant","city","state","zip"
"INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL NO. 12 VOLUNTARY LEGISLATIVE FUND","org_rg_11","org_rg_11","1d70be60-600f-4eec-b428-2aeb9c22dda6",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,0,249438.87,FALSE,"Pasadena","CA","91103"
"INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL UNION NO. 12 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_11","org_rg_11","9f712ac1-4a74-47ab-b141-3b25404a9770",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,25,99400,249438.87,TRUE,"Pasadena","CA","91103"
"INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL UNION NO. 39 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_11","org_rg_11","83f171c3-8573-45f0-bfa8-35f1ff845c98",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,24,44900,249438.87,TRUE,"San Francisco","CA","94103"
"INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL UNION NO. 501 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_11","org_rg_11","9f5e025a-41c3-467e-8700-24291cc10da6",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,22,54400,249438.87,TRUE,"Los Angeles","CA","90057"
"OPERATING ENGINEERS LOCAL #12 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","org_rg_11","org_rg_11","8e628086-3eeb-46ed-94a1-4fc5184d2ca6",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v5 | exact_name_v1 | exact_name_v5 | internal_fuzzy+map1_bridge | map1_bridge",NA,26,157500,249438.87,TRUE,"Pasadena","CA","91103 | 91103- | 91109"
"OPERATING ENGINEERS LOCAL #3 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","org_rg_11","org_rg_11","0c8d38dc-4805-41b1-870f-dec526663be2",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy+map1_bridge | map1_bridge",NA,28,348116.23,249438.87,TRUE,"Alameda","CA","94501 | 94501-7089"
"VOICE","org_rg_11","org_rg_11","89717f4b-a1b9-4a16-be4f-415418c28bb5",NA,"new_entity",FALSE,FALSE,"map1_bridge | same_contributor_id","861517",1,3000,249438.87,FALSE,"San Francisco","CA","94103"
"ARIAS & SANGUINETTI, LLP","org_rg_1152","org_rg_1152","379ab6a8-e2d6-41a6-ad72-c5023ea1d405",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,18,189800,192600,TRUE,"Los Angeles","CA","90045"
"ARIAS, SANGUINETTI, WANG & TEAM, LLP","org_rg_1152","org_rg_1152","6b56758e-92e1-49a5-b0d9-b87297c46479",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,4,52800,192600,TRUE,"Los Angeles","CA","90045"
"ARIAS, SANGUINETTI, WANG & TORRIJOS, LLP","org_rg_1152","org_rg_1152","db4daeb1-8214-4556-8f5a-995fc172df0e",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,400,192600,FALSE,"Los Angeles","CA","90045"
"ASBESTOS WORKERS #16 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","org_rg_1192","org_rg_1192","3641454c-60d0-4065-849e-7df95bf4fcc6",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,31,21265.26,18661.07,TRUE,"Alameda","CA","94502 | 94502-"
"ASBESTOS WORKERS #5 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS)","org_rg_1192","org_rg_1192","3191779f-21c2-48b1-8048-8f8f4c752b2e",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,26,20297.97,18661.07,TRUE,"Azusa","CA","91702 | 91702-2628"
"ATU 1027 AMALGAMATED TRANSIT U (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","ef64a842-1b3e-4cad-aecd-52501c4d69ff",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,45,2378.04,33830.19,TRUE,"Fresno","CA","93721"
"ATU 1225 AMALGAMATED TRANSIT U (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","44701395-9546-4d64-996b-dc2af2617fb7",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,3,1029.5,33830.19,TRUE,"Marina","CA","93933"
"ATU 1277 AMALGAMATED TRANSIT U (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","74e6ca20-57bc-446b-95d3-7b8b71752a8a",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,48,16660.41,33830.19,TRUE,"Los Angeles | Washington","CA | DC","20798 | 90031"
"ATU 1309 AMALGAMATED TRANSIT U (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","2cd5f7fd-8f08-42ae-9b2a-2bfbb264c6b6",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,52,2963.43,33830.19,TRUE,"Lemon Grove | Washington","CA | DC","20799 | 91945"
"ATU 1555 AMALGAMATED TRANSIT U (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","4c983da5-f990-4a6f-a7cc-7ddbd1c5cab2",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,49,4505.21,33830.19,TRUE,"Oakland","CA","94607"
"ATU 1574 AMALGAMATED TRANSIT U (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","8ac3ef8c-3372-419f-8f72-fbe598d6c444",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,50,1857.13,33830.19,TRUE,"Foster City | Washington","CA | DC","20800 | 94404"
"ATU 1575 AMALGAMATED TRANSIT U (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","e72f3772-3fae-475b-b9f4-ac9b1900e661",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,21,464.67,33830.19,TRUE,"San Rafael | Washington","CA | DC","20801 | 94903"
"ATU 1605 AMALGAMATED TRANSIT U (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","22178bb8-887b-4bfd-88c4-2fb334641078",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,39,630.13,33830.19,TRUE,"Martinez | Washington","CA | DC","20802 | 94553"
"ATU 1704 AMALGAMATED TRANSIT U (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","07bc3edc-8420-41ba-9de8-e25341149af1",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,50,1820.4,33830.19,TRUE,"San Bernardino | Sn Bernrdno | Washington","CA | DC","20803 | 92408"
"ATU 1756 AMALGAMATED TRANSIT (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","f570b49c-8fb1-4e45-8ff1-5bcbf672cdad",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy",NA,38,3302.2,33830.19,TRUE,"El Monte","CA","91732"
"ATU 1756 AMALGAMATED TRANSIT(INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","f570b49c-8fb1-4e45-8ff1-5bcbf672cdad",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v4",NA,15,971.3,33830.19,TRUE,"El Monte","CA","91732"
"ATU 192 AMALGAMATED TRANSIT UN (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","a398a14b-6233-46a2-9bfa-6a555ff32f37",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,8413.43,33830.19,TRUE,"Oakland | Washington","CA | DC","20795 | 94621"
"ATU 256 AMALGAMATED TRANSIT UN (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","74372b4f-4d0f-466c-8718-4539a4783680",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,38,5135.67,33830.19,TRUE,"Sacramento | Washington","CA | DC","20796 | 95818"
"ATU 265 AMALGAMATED TRANSIT UN (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1262","org_rg_1262","6aa77f7d-e87a-4dc8-95e8-9a7babd2853f",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,26,5827.51,33830.19,TRUE,"Campbell | Washington","CA | DC","20797 | 95008"
"LOWE'S COMPANIES, INC. FEDERAL PAC (FED PAC ID C00251751)","org_rg_133","org_rg_133","a4ef0b1f-57a4-458e-b241-e00574cad2cb","LOWE'S","adding_to_existing",FALSE,TRUE,"exact_name_v2 | same_contributor_id","1454875",1,2500,5000,TRUE,"Mooresville","NC","28117"
"LOWE'S COMPANIES, INC. FEDERAL PAC (FED PAC ID# C00251751)","org_rg_133","org_rg_133","a4ef0b1f-57a4-458e-b241-e00574cad2cb","LOWE'S","adding_to_existing",FALSE,TRUE,"exact_name_v2 | same_contributor_id","1454875",1,2500,5000,TRUE,"Mooresville","NC","28117"
"LOWE'S COMPANIES, INC. PAC (FED PAC ID #C00251751)","org_rg_133","org_rg_133","a4ef0b1f-57a4-458e-b241-e00574cad2cb","LOWE'S","adding_to_existing",FALSE,TRUE,"exact_name_v1 | same_contributor_id","1454875",2,5000,5000,FALSE,"Mooresville","NC","28117"
"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE (FED PAC ID C00251751)","org_rg_133","org_rg_133","a4ef0b1f-57a4-458e-b241-e00574cad2cb",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v2 | same_contributor_id","1454875",1,5000,5000,FALSE,"Mooresville","NC","28117"
"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE (FED PAC IDC00251751)","org_rg_133","org_rg_133","a4ef0b1f-57a4-458e-b241-e00574cad2cb","LOWE'S","adding_to_existing",FALSE,TRUE,"exact_name_v2 | same_contributor_id","1454875",1,5000,5000,FALSE,"MOORESVILLE","NC","28117"
"BAC 3 BRICKLAYERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1333","org_rg_1333","6363bd04-efd9-43f3-aad0-f0c29789bd54",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,4504.69,5609.83,TRUE,"San Leandro | Washington","CA | DC","20816 | 94577"
"BAC 4 BRICKLAYERS (INTERMEDIARY FOR UNITEMIZED MEMBER DUES)","org_rg_1333","org_rg_1333","1b9be040-393a-490f-aa21-d00ff95b4861",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,51,4845,5609.83,TRUE,"Arcadia | Washington","CA | DC","20817 | 91006"
"LOMPOC FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_14","org_rg_14","7561b270-a53d-451b-bbdc-bc7c622696e1",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,44,58640.11,133037.19,TRUE,"Burbank","CA","91505"
"LOMPOC FEDERATION OF TEACHERS-LOCAL 3151 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_14","org_rg_14","c41a9e74-b0d0-4e90-a862-e133bc508b8c",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy | map1_bridge",NA,3,994.5,133037.19,FALSE,"Santa Clara","CA","95050"
"MENDOCINO COLLEGE FEDERATION (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_14","org_rg_14","b450264a-8cef-427f-b96b-f1a6b7337731",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,9,2455.67,133037.19,TRUE,"Ukiah","CA","95482"
"MENDOCINO COUNTY FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_14","org_rg_14","352ba15e-dea9-4412-96c2-dd67a93999da",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,8,3869.82,133037.19,TRUE,"Burbank","CA","91505"
"PERALTA FEDERATION OF TEACHERS (AFT) LOCAL 1603 (INTEMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_14","org_rg_14","4e649239-db2b-431e-ad37-f07442ead2fb",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,13,468.35,133037.19,FALSE,"Oakland","CA","94606"
"PERALTA FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_14","org_rg_14","c491db64-1e96-438f-9ef9-61539094a11f",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,43,54553.37,133037.19,TRUE,"Burbank | Oakland","CA","91505 | 94604"
"PETALUMA FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_14","org_rg_14","7e973045-818f-4454-8f61-68fc7fd1be40",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,35,48894.95,133037.19,TRUE,"Petaluma","CA","94954"
"PETALUMA FEDERATION OF TEACHERS COPE","org_rg_14","org_rg_14","df6a034f-a170-45e7-ae60-17b4adb6479d",NA,"new_entity",FALSE,FALSE,"internal_fuzzy | map1_bridge","1373632",1,9000,133037.19,FALSE,"Petaluma","CA","94954"
"WEST VALLEY-MISSION FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_14","org_rg_14","bb567027-97d8-4c24-bc2e-14d98310d124",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,12,13945.63,133037.19,TRUE,"Burbank","CA","91505"
"YUBA COLLEGE FEDERATION OF TEACHERS (UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_14","org_rg_14","a5a65d97-3be4-4700-863b-459e41f194ca",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,6,5167.99,133037.19,TRUE,"Burbank | Yuba City","CA","91505 | 95991"
"BASSETT FOR OCEANSIDE CITY COUNCIL","org_rg_1402","org_rg_1402","ca277a6f-4314-406b-b948-4d752cf4fdf6",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,3000,8208.96,TRUE,"OCEANSIDE","CA","92058"
"BASSETT FOR OCEANSIDE CITY COUNCIL DISTRICT 3 2024","org_rg_1402","org_rg_1402","afb5a3e3-8685-45ab-894f-f6b74d9de488",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy","1461145",2,5208.96,8208.96,TRUE,"OCEANSIDE","CA","92058"
"BEAM PROPERTIES, INC.","org_rg_1453","org_rg_1453","2a3b1cd0-36b0-47bb-b4ae-f2d839f48d8a",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,237,5179,TRUE,"San Francisco","CA","94118-2115"
"BEAM PROPERTIES, INC. *","org_rg_1453","org_rg_1453","13409f07-1b8e-49b1-85c9-384d53e64625",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,1498,5179,TRUE,"San Francisco","CA","94109"
"TANDEM PROPERTIES, INC. *","org_rg_1453","org_rg_1453","5c77b6f0-69ce-4bdd-9a26-07da4beadf60",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,3444,5179,TRUE,"Davis","CA","95616"
"BERKSHIRE PROPERTY ADVISORS:AIRE APARTMENTS - BECKY DEGEORGE","org_rg_1522","org_rg_1522","d54fd00b-ba1b-48f7-906e-8f83012ccf9e",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,4,3368.02,5191.27,TRUE,"San Jose","CA","95134"
"BERKSHIRE PROPERTY ADVISORS:THE ENCLAVE -  BECKY DEGEORGE","org_rg_1522","org_rg_1522","65c403cd-a1f4-4cc1-b329-b0128bf83507",NA,"new_entity",FALSE,FALSE,"exact_name_v1",NA,2,2548,5191.27,TRUE,"San Jose","CA","95134"
"BERKSHIRE PROPERTY ADVISORS:THE ENCLAVE - BECKY DEGEORGE","org_rg_1522","org_rg_1522","65c403cd-a1f4-4cc1-b329-b0128bf83507",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,1751.75,5191.27,TRUE,"San Jose","CA","95134"
"BLUE SHIELD OF CALIFORNIA","org_rg_1617","org_rg_1617","4234d4ef-263c-4213-a1da-eaf2f1a71b3d","BLUE SHEILD OF CALIFORNIA","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v4",NA,47,1700800,20800,TRUE,"Oakland | Sacramento | San Francisco","CA","94105 | 94105-1813 | 94607 | 94607-3885 | 95814-3948"
"BLUE SHIELD OF CALIFORNIA (RUA)","org_rg_1617","org_rg_1617","4234d4ef-263c-4213-a1da-eaf2f1a71b3d",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v4",NA,1,1900,20800,TRUE,"Oakland","CA","94607"
"CALIFORNIA PRIMARY CARE ASSOCIATION","org_rg_175","org_rg_175","7d1ac5a2-6f7c-42e2-90ca-258667985a37",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | map1_bridge | same_contributor_id | exact_name_v1 | same_contributor_id","1476074",2,1550000,1662767.13,TRUE,"Sacramento","CA","95814"
"CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES","org_rg_175","org_rg_175","7d1ac5a2-6f7c-42e2-90ca-258667985a37",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | map1_bridge | same_contributor_id | exact_name_v1 | same_contributor_id","1476074",11,112767.13,1662767.13,TRUE,"Sacramento","CA","95814"
"CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES","org_rg_175","org_rg_175","7d1ac5a2-6f7c-42e2-90ca-258667985a37",NA,"new_entity",FALSE,FALSE,"exact_name_v1",NA,8,112305.4,1662767.13,TRUE,"Sacramento | SACRAMENTO","CA","95814"
"C & N REINFORCING, INC.","org_rg_1829","org_rg_1829","53001547-8a8a-48d2-b527-c73a490ad2b1",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v5",NA,2,6359,8359,TRUE,"San Francisco","CA","94130"
"C&N REINFORCING INC","org_rg_1829","org_rg_1829","53001547-8a8a-48d2-b527-c73a490ad2b1",NA,"new_entity",FALSE,FALSE,"exact_name_v5",NA,1,2000,8359,TRUE,"Manteca","CA","95337"
"CALIFORNIA AGRICULTURAL NETWORK","org_rg_1890","org_rg_1890","051fc2f2-adcb-4812-a981-7c43a9c1faab",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,4000,6000,TRUE,"Las Vegas","NV","89148"
"CALIFORNIA AGRICULTURAL PRODUCTS, INC.","org_rg_1890","org_rg_1890","c2df87ae-3bf0-453c-a581-6a6081bd6cc0",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,4000,6000,TRUE,"Ontario","CA","91764"
"CALIFORNIA COAST CREDIT UNION","org_rg_1908","org_rg_1908","c27a9966-fde3-4e2d-bca4-9e3e4bb8369c",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,3,24600,56400,TRUE,"San Diego","CA","92123"
"CALIFORNIA COAST CU (INDEP EXPENDITURE ACCOUNT)","org_rg_1908","org_rg_1908","04791505-7d80-4baf-a683-1cd053c4820e",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,35400,56400,TRUE,"San Diego","CA","92123"
"CALIFORNIA CREDIT UNION","org_rg_1908","org_rg_1908","b63f52f9-9660-4083-bade-89057c93f6fe","CALIFORNIA CREDIT UNION","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,6400,56400,TRUE,"Glendale","CA","91203"
"CAMBRIDGE HC SVCS","org_rg_2002","org_rg_2002","dfd02f5d-f795-41a6-8168-620712a76e65",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,363,15918.35,20000,FALSE,"Monrovia","CA","91016-4436"
"CAMBRIDGE HEALTHCARE SERVICES (CASSIE DUNHAM)","org_rg_2002","org_rg_2002","1074ba87-5505-4bca-831a-029e363b26d1","CAMBRIDGE HEALTHCARE SERVICES","adding_to_existing",FALSE,TRUE,"exact_name_v5",NA,1,10000,20000,TRUE,"Buena Park","CA","90620-1384"
"CAMBRIDGE HEALTHCARE SERVICES LLC","org_rg_2002","org_rg_2002","1074ba87-5505-4bca-831a-029e363b26d1","CAMBRIDGE HEALTHCARE SERVICES","adding_to_existing",FALSE,TRUE,"exact_name_v5 | internal_fuzzy",NA,1,10000,20000,TRUE,"Buena Park","CA","90620-1384"
"CAMBRIDGE HEALTHCARE SVCS","org_rg_2002","org_rg_2002","16b292a3-908c-40e1-b4b7-8058ddcfe881",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,467,33039,20000,FALSE,"West Covina","CA","91790-2534"
"CANNON MANAGEMENT COMPANY","org_rg_2025","org_rg_2025","f68a8094-ead1-48af-b792-c152056e14e7",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,12617,25751,TRUE,"Riverside","CA","92506"
"CANNON MANAGEMENT COMPANY*","org_rg_2025","org_rg_2025","909f9d8a-fcd7-4a98-885e-e41024254480",NA,"new_entity",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,13134,25751,TRUE,"Riverside","CA","92506"
"CENTENE AND ITS AFFILIATE HEALTH NET","org_rg_2165","org_rg_2165","61719072-0066-4161-8fe1-c7415f3d1dd6",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v4","491212",3,29400,21500,FALSE,"Sacramento","CA","95814"
"CENTENE AND ITS AFFILIATE HEALTH NET","org_rg_2165","org_rg_2165","61719072-0066-4161-8fe1-c7415f3d1dd6",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v4",NA,2,19600,21500,FALSE,"Sacramento","CA","95814"
"CENTENE AND ITS AFFILIATE HEALTH NET COMMUNITY SOLUTIONS, INC.","org_rg_2165","org_rg_2165","92a491e3-7a32-44d7-8312-1afa55e46934",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy",NA,2,11700,21500,TRUE,"Sacramento","CA","95814"
"CENTENE AND ITS AFFILIATE HEALTH NET(ALLISSA KO)","org_rg_2165","org_rg_2165","61719072-0066-4161-8fe1-c7415f3d1dd6",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | internal_fuzzy | map1_bridge",NA,2,20000,21500,FALSE,"Sacramento","CA","95814"
"CENTENE AND ITS AFFILIATE HEALTH NET(KATIE PHILLIPS)","org_rg_2165","org_rg_2165","61719072-0066-4161-8fe1-c7415f3d1dd6",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v4",NA,3,30000,21500,FALSE,"Sacramento","CA","95814"
"CENTENE MANAGEMENT  COMPANY LLC","org_rg_2165","org_rg_2165","e0528fcb-862f-46cf-83d6-5baa85a19ce4",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v4",NA,1,2000,21500,FALSE,"Saint Louis","MO","63105"
"CENTENE MANAGEMENT COMPANY LLC (KATIE PHILLIPS)","org_rg_2165","org_rg_2165","e0528fcb-862f-46cf-83d6-5baa85a19ce4",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v4 | exact_name_v1 | exact_name_v4 | map1_bridge",NA,2,78400,21500,FALSE,"Sacramento","CA","95814-3765"
"CENTENE MANAGEMENT COMPANY LLC (RESTRICTED USE ACCOUNT)(JAMES ADAMS)","org_rg_2165","org_rg_2165","e0528fcb-862f-46cf-83d6-5baa85a19ce4",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v4",NA,1,10200,21500,TRUE,"Saint Louis","MO","63105"
"CENTENE MANAGEMENT COMPANY LLC(JAMES ADAMS)","org_rg_2165","org_rg_2165","e0528fcb-862f-46cf-83d6-5baa85a19ce4",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v4",NA,2,19600,21500,TRUE,"Saint Louis","MO","63105"
"CENTENE MANAGEMENT COMPANY LLC(TAMIE HOUSER)","org_rg_2165","org_rg_2165","e0528fcb-862f-46cf-83d6-5baa85a19ce4",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v4",NA,1,1500,21500,FALSE,"St Louis","MO","63105"
"CENTENE MANAGEMENT COMPANY, LLC AND ITS AFFILIATE HEALTH NET","org_rg_2165","org_rg_2165","d031e75f-9f2a-48da-8a9e-585b1423c3d8","CENTENE MANAGEMENT COMPANY","adding_to_existing",FALSE,TRUE,"exact_name_v1 | exact_name_v1 | internal_fuzzy+map1_bridge | map1_bridge",NA,4,8500,21500,FALSE,"Sacramento | St. Louis","CA | MO","63105 | 95814"
"CENTENE MANAGEMENT COMPANY, LLC AND ITS AFFILIATE HEALTH NET COMMUNITY SOLUTIONS, INC.","org_rg_2165","org_rg_2165","6c87b51c-d814-4889-a9fc-428272fe902d",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | internal_fuzzy+map1_bridge | map1_bridge",NA,3,11000,21500,FALSE,"Sacramento | St. Louis","CA | MO","63105 | 95814"
"CENTENE MANAGEMENT COMPANY, LLC/CENTENE AND ITS AFFILIATE HEALTH NET","org_rg_2165","org_rg_2165","da14d7be-2746-4c3b-9fdf-7cbfe3305ca5",NA,"adding_to_existing",FALSE,FALSE,"internal_fuzzy+map1_bridge | map1_bridge",NA,1,20000,21500,FALSE,"Clayton","MO","63105"
"HEALTH NET","org_rg_2165","org_rg_2165","9c541fdd-9086-456b-aaa2-6c001626fb8e",NA,"adding_to_existing",FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,2,400,21500,FALSE,"Glendale","CA","91203"
"CIRRUS ASSET MANAGEMENT, INC. *","org_rg_2286","org_rg_2286","fcaa4463-1103-46fc-bc92-8d8fd9684b9f",NA,"new_entity",FALSE,FALSE,"internal_fuzzy",NA,1,174,5160,FALSE,"Woodland HIlls","CA","91364"
