"entity_name","review_group_id","original_group_id","entity_id","canonical_name","entity_status","conflicting_contributor_ids","confirmed","is_conflict","link_methods","Contributor.ID","n_contributions","total_amount","max_single_recipient","same_recipient_variant","city","state","zip"
"UA LOCAL 342","org_rg_22","org_rg_22","cd078c12-0d03-4ff5-b8ca-5768404a381e",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge",NA,1,190,85250,FALSE,"Concord","CA","94518"
"UA PLUMBERS & STEAMFITTERS LOCAL 582 PAC","org_rg_22","org_rg_22","b2cb292e-a8c8-4c90-b621-c7ca985ab47b",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","890440",1,5000,85250,FALSE,"Orange","CA","92868"
"UNITED ASSOCIATION LOCAL UNION 345","org_rg_22","org_rg_22","a3e3a718-7b60-404e-9cb1-b055c7d1d302",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,4,2350.53,85250,FALSE,"Duarte","CA","91010"
"UNITED ASSOCIATION OF PLUMBERS & STEAMFITTERS LOCAL UNION #484 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_22","org_rg_22","4497d211-9522-497b-ab8a-88b4ded67146",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,17,373.57,85250,FALSE,"Ventura","CA","93001"
"CALIFORNIA ENVIRONMENTAL VOTERS","org_rg_260","org_rg_260","2394cc32-8c85-4dbf-a729-b70f1e3024b1",NA,"adding_to_existing",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,65,64703.34,335376,TRUE,"Oakland","CA","94607 | 94612"
"CALIFORNIA ENVIRONMENTAL VOTERS SMALL CONTRIBUTOR COMMITTEE","org_rg_260","org_rg_260","61620f77-46d5-42bf-a789-16ce90bb40a3",NA,"adding_to_existing",TRUE,FALSE,FALSE,"map1_bridge","1233721",1,8000,335376,FALSE,"Oakland","CA","94612-2018"
"ELECT CLIMATE CHAMPIONS FUND SPONSORED BY CALIFORNIA ENVIRONMENTAL VOTERS","org_rg_260","org_rg_260","f3cd48a8-cb68-4e56-aac2-3711f0f1376a","ELECT CLIMATE CHAMPIONS FUND","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","743094",4,330000,335376,TRUE,"Oakland","CA","94607 | 94612"
"ELECT COMMITTEE CHAMPIONS FUND RESTRICTED USE","org_rg_260","org_rg_260","f3cd48a8-cb68-4e56-aac2-3711f0f1376a",NA,"adding_to_existing",TRUE,FALSE,FALSE,"same_contributor_id","743094",1,10000,335376,TRUE,"Oakland","CA","94612"
"ELECTING CLIMATE CHAMPIONS FUND SPONSORED BY CALIFORNIA ENVIRONMENTAL VOTERS","org_rg_260","org_rg_260","f3cd48a8-cb68-4e56-aac2-3711f0f1376a","ELECT CLIMATE CHAMPIONS FUND","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge | same_contributor_id","743094",1,5000,335376,FALSE,"Oakland","CA","94612"
"VERIZON","org_rg_295","org_rg_295","ba347816-9ee3-4afc-ac68-f153e48456cd","VERIZON","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge",NA,1,25000,50000,TRUE,"Washington","DC","20005"
"VERIZON COMMUNICATIONS INC GOOD GOVERNMENT CLUB","org_rg_295","org_rg_295","ba347816-9ee3-4afc-ac68-f153e48456cd",NA,"adding_to_existing",TRUE,FALSE,FALSE,"same_contributor_id","790703",1,5000,50000,FALSE,"Newbury Park","CA","91320"
"VERIZON COMMUNICATIONS INC. & IT'S AFFILIATES","org_rg_295","org_rg_295","ba347816-9ee3-4afc-ac68-f153e48456cd","VERIZON","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1",NA,2,10000,50000,FALSE,"Washington","DC","20005"
"VERIZON COMMUNICATIONS INC. AND ITS AFFILIATES","org_rg_295","org_rg_295","ba347816-9ee3-4afc-ac68-f153e48456cd","VERIZON","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1","489222",1,5000,50000,FALSE,"Sacramento","CA","95814"
"VERIZON COMMUNICATIONS INC. AND ITS AFFILIATES","org_rg_295","org_rg_295","ba347816-9ee3-4afc-ac68-f153e48456cd","VERIZON","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | name_v5_cross",NA,4,37510,50000,FALSE,"Sacramento","CA","95814"
"VERIZON COMMUNICATIONS INC. GOOD GOVERNMENT CLUB-CALIFORNIA","org_rg_295","org_rg_295","ba347816-9ee3-4afc-ac68-f153e48456cd",NA,"adding_to_existing",TRUE,FALSE,FALSE,"name_v5_cross | same_contributor_id","790703",1,3000,50000,FALSE,"Newbury Park","CA","91320"
"VERIZON COMMUNICATIONS, INC.","org_rg_295","org_rg_295","ba347816-9ee3-4afc-ac68-f153e48456cd","VERIZON","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge",NA,1,25000,50000,FALSE,"Sacramento","CA","95814-5002"
"VERIZON COMMUNICATIONS, INC. AND ITS AFFILIATES","org_rg_295","org_rg_295","ba347816-9ee3-4afc-ac68-f153e48456cd","VERIZON","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge | name_v5_cross",NA,2,25000,50000,TRUE,"Sacramento","CA","95814-3922"
"VERIZON COMMUNICATIONS, INC. GOOD GOVERNMENT CLUB-CALIFORNIA","org_rg_295","org_rg_295","ba347816-9ee3-4afc-ac68-f153e48456cd","VERIZON","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge | name_v5_cross | same_contributor_id","790703",1,4900,50000,FALSE,"Newbury Park","CA","91320"
"CAL. REAL ESTATE PAC (CREPAC) (SCC)","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e",NA,"adding_to_existing",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","890106",1,5000,2023273.02,FALSE,"Los Angeles","CA","90071-1704"
"CALIFORNIA ASSOCIATION OF REALTORS","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e","CALIFORNIA ASSOCIATION OF REALTORS","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,0,2023273.02,TRUE,"SACRAMENTO","CA","95814"
"CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e","CALIFORNIA ASSOCIATION OF REALTORS","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge","963026",4,1550005,2023273.02,FALSE,"Los Angeles","CA","90071"
"CALIFORNIA REAL ESTATE PAC","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e","CALIFORNIA ASSOCIATION OF REALTORS","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge | name_v4_cross | name_v5_cross | same_contributor_id | same_contributor_id","890106",11,405200,2023273.02,FALSE,"Los Angeles","CA","90020-1403"
"CALIFORNIA REAL ESTATE PAC (CREPAC)","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e","CALIFORNIA ASSOCIATION OF REALTORS","adding_to_existing",TRUE,TRUE,FALSE,"name_v4_cross | name_v5_cross | same_contributor_id | same_contributor_id","890106",2,10000,2023273.02,FALSE,"Los Angeles","CA","90071"
"CALIFORNIA REAL ESTATE PAC (CREPAC) - CALIFORNIA ASSOCIATION OF REALTORS","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e","CALIFORNIA ASSOCIATION OF REALTORS","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge | name_v5_cross | same_contributor_id | same_contributor_id","890106",3,15000,2023273.02,FALSE,"Los Angeles","CA","90071"
"CALIFORNIA REAL ESTATE PAC (CREPAC) - CALIFORNIA ASSOCIATION OF REALTORS SMALL CONTRIBUTOR COMMITTEE","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e","CALIFORNIA ASSOCIATION OF REALTORS","adding_to_existing",TRUE,TRUE,FALSE,"name_v5_cross | same_contributor_id","890106",1,6000,2023273.02,FALSE,"Los Angeles","CA","90071"
"CALIFORNIA REAL ESTATE PAC (CREPAC) CALIFORNIA ASSOCIATION OF REALTORS SMALL CONTRIBUTOR COMMITTEE","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e","CALIFORNIA ASSOCIATION OF REALTORS","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge | name_v5_cross | same_contributor_id | same_contributor_id","890106",5,50000,2023273.02,FALSE,"Los Angeles","CA","90020 | 90071"
"CALIFORNIA REAL ESTATE PAC (CREPAC) SMALL CONTRIBUTOR COMMITTEE","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e","CALIFORNIA ASSOCIATION OF REALTORS","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","890106",2,15800,2023273.02,FALSE,"Los Angeles","CA","90071"
"CALIFORNIA REAL ESTATE PAC, (CREPAC)-CALIFORNIA ASSOC OF REALTORS","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e",NA,"adding_to_existing",TRUE,FALSE,FALSE,"name_v5_cross | same_contributor_id | same_contributor_id","890106",3,8000,2023273.02,FALSE,"LOS ANGELES","CA","90071"
"CALIFORNIA REAL ESTATE PAC, CREPAC","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e",NA,"adding_to_existing",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","890106",1,11800,2023273.02,FALSE,"Los Angeles","CA","90071"
"CALIFORNIA REAL ESTATE POLITICAL ACTION COMMITTEE (CREPAC) - CALIFORNIA ASSOCIATION OF REALTORS","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e","CALIFORNIA ASSOCIATION OF REALTORS","adding_to_existing",TRUE,TRUE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","890106",11,2085773.02,2023273.02,TRUE,"Los Angeles | SACRAMENTO","CA","90071 | 95814"
"CALIFORNIA REAL ESTATE POLITICAL ACTION COMMITTEE - CREPAC","org_rg_332","org_rg_332","4b309bd1-b0a1-4b2d-b660-de28e0ab751e","CALIFORNIA ASSOCIATION OF REALTORS","adding_to_existing",TRUE,TRUE,FALSE,"same_contributor_id","890106",12,1475000,2023273.02,FALSE,"Los Angeles","CA","90017-3314"
"CA STATE COUNCIL OF SERVICE EMPLOYEES SMALL CONTRIBUTOR COMMITTEE","org_rg_35","org_rg_35","a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74",NA,"merge_conflict",TRUE,FALSE,TRUE,"map1_bridge | same_contributor_id","831628",1,49000,2848668,FALSE,"Sacramento","CA","95814"
"CA STATE COUNCIL OF SERVICES EMPLOYEES - SMALL CONTRIBUTOR COMMITTEE","org_rg_35","org_rg_35","a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74",NA,"merge_conflict",TRUE,FALSE,TRUE,"same_contributor_id","831628",1,10900,2848668,TRUE,"Sacramento","CA","95814-3407"
"DIGNITY CA SEIU","org_rg_35","org_rg_35","14260a86-28da-41fe-847d-a81fb7e09054",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge",NA,1,1000,2848668,FALSE,"Los Angeles","CA","90057"
"DIGNITY CA SEIU LOCAL 2015","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1357256",14,719110,2848668,TRUE,"Los Angeles","CA","90057 | 90057-1012"
"DIGNITY CA SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","1357256",4,31500,2848668,TRUE,"Los Angeles | LOS ANGELES","CA","90057 | 90057-1012"
"DIGNITY CALIFORNIA SEIU LOCAL 2015","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","1357256",2,2015000,2848668,TRUE,"Los Angeles","CA","90057-1012"
"SEIU - LOCAL 2015","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"merge_conflict",TRUE,FALSE,FALSE,"name_v5_cross | same_contributor_id","1357256",1,5000,2848668,FALSE,"Los Angeles","CA","90057"
"SEIU 1021","org_rg_35","org_rg_35","acd624a3-27e8-4837-8de2-b5c4b2aaecc4",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge",NA,1,1650,2848668,TRUE,"Oakland","CA","94609"
"SEIU 521 CANDIDATE PAC SMALL CONTRIBUTOR","org_rg_35","org_rg_35","29b0dd81-a615-44f1-b513-780f1a61a280",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","1297708",1,5000,2848668,FALSE,"Sacramento","CA","95814"
"SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION) (FED PAC ID C00004036)","org_rg_35","org_rg_35","a6b23a19-bfa3-49f4-a697-1dcf0def47bf",NA,"merge_conflict",TRUE,FALSE,FALSE,"name_v2_cross | name_v4_cross | name_v5_cross | same_contributor_id | same_contributor_id","1331498",3,125000,2848668,TRUE,"Washington","DC","20036-1806"
"SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION)(FED PAC ID #C00004036)","org_rg_35","org_rg_35","a6b23a19-bfa3-49f4-a697-1dcf0def47bf",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge | name_v2_cross | name_v4_cross | name_v5_cross | same_contributor_id | same_contributor_id","1331498",5,1160847.1,2848668,FALSE,"Washington","DC","20036"
"SEIU LOCAL 1000","org_rg_35","org_rg_35","abeeaf47-cb7e-437c-9480-6d612e1749e1",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,3266.8,2848668,TRUE,"Los Angeles","CA","90015-4212"
"SEIU LOCAL 1021","org_rg_35","org_rg_35","25541676-787a-4733-8739-bdfaecafead3",NA,"merge_conflict",TRUE,FALSE,FALSE,"internal_fuzzy+map1_bridge | map1_bridge",NA,1,800,2848668,TRUE,"Oakland","CA","94609-3510"
"SEIU LOCAL 121 RN","org_rg_35","org_rg_35","e1e90ee3-153d-414e-be43-ddaa1ea506fd",NA,"merge_conflict",TRUE,FALSE,FALSE,"internal_fuzzy+map1_bridge | map1_bridge",NA,1,800,2848668,TRUE,"N Hollywood","CA","91602-2832"
"SEIU LOCAL 221","org_rg_35","org_rg_35","d2400816-fdbc-49a9-80e7-4e45ab0c9094",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,3,32250,2848668,TRUE,"San Diego","CA","92111 | 92111-3730"
"SEIU LOCAL 521","org_rg_35","org_rg_35","639bd514-46f2-4175-af87-e9424b986d8f",NA,"merge_conflict",TRUE,FALSE,FALSE,"internal_fuzzy+map1_bridge | map1_bridge",NA,1,5e+05,2848668,TRUE,"Sacramento","CA","95814-4503"
"SEIU LOCAL 721","org_rg_35","org_rg_35","7736d55f-39aa-40b1-b070-01429c83b776",NA,"merge_conflict",TRUE,FALSE,FALSE,"internal_fuzzy+map1_bridge | map1_bridge",NA,1,150,2848668,TRUE,"Los Angeles","CA","90017"
"SEIU UNITED HEALTHCARE WORKERS - WEST","org_rg_35","org_rg_35","687c4923-7a39-4800-af53-97440d288cea",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,8887.5,2848668,TRUE,"Oakland","CA","94612 | 94612-1602"
"SEIU UNITED HEALTHCARE WORKERS WEST PAC SMALL CONTRIBUTOR SMALL COMMITTEE","org_rg_35","org_rg_35","b5951f83-1f30-46b9-9257-e3919ea69ffa",NA,"merge_conflict",TRUE,FALSE,TRUE,"same_contributor_id","747285",1,1000,2848668,FALSE,"Los Angeles","CA","90017"
"SEIU UNITED HEALTHCARE WORKERS- WEST PAC","org_rg_35","org_rg_35","b5951f83-1f30-46b9-9257-e3919ea69ffa",NA,"merge_conflict",TRUE,FALSE,TRUE,"name_v5_cross | same_contributor_id","747285",1,35000,2848668,FALSE,"Los Angeles","CA","90017-5864"
"SEIU UNITED SERVICE WORKERS WEST","org_rg_35","org_rg_35","66acf30c-6e42-4d32-bdc8-c4615f073cfe",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross","1278808",3,3785,2848668,TRUE,"Los Angeles","CA","90015"
"SEIU UNITED SERVICE WORKERS WEST","org_rg_35","org_rg_35","66acf30c-6e42-4d32-bdc8-c4615f073cfe",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1",NA,1,261000,2848668,TRUE,"Los Angeles","CA","90015-3310"
"SEIU UNITED SERVICE WORKERS WEST (SEIU USWW)","org_rg_35","org_rg_35","66acf30c-6e42-4d32-bdc8-c4615f073cfe",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross",NA,10,4418.7,2848668,TRUE,"Los Angeles","CA","90015-3310"
"SEIU- LOCAL 2015","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"merge_conflict",TRUE,FALSE,FALSE,"name_v5_cross",NA,1,35000,2848668,FALSE,"Los Angeles","CA","90057"
"SERVICE EMPLOYEES INTERNATIONAL UNION (GENERAL FUND ACCOUNTS)","org_rg_35","org_rg_35","a6b23a19-bfa3-49f4-a697-1dcf0def47bf",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross",NA,8,7048142.46,2848668,FALSE,"Washington","DC","20036"
"SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 1000 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_35","org_rg_35","f100c1ca-ebef-4413-97f6-fbad36f0301d",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,18,900,2848668,TRUE,"Sacramento","CA","95811"
"SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) LOCAL 1021 (INTERMEDIARY FOR UNITEMIZED MEMBER CONTRIBUTIONS)","org_rg_35","org_rg_35","f7636b51-da70-44bd-86eb-e0f86a8e6b85",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,15,13504.31,2848668,TRUE,"Oakland","CA","94607"
"SERVICE EMPLOYEES INTERNATIONAL UNION (SEIU) UNITED HEALTHCARE WORKERS WEST PAC","org_rg_35","org_rg_35","b5951f83-1f30-46b9-9257-e3919ea69ffa",NA,"merge_conflict",TRUE,FALSE,TRUE,"map1_bridge | same_contributor_id | same_contributor_id","747285",2,12500,2848668,FALSE,"Los Angeles","CA","90017"
"SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE OF INTERNS AND RESIDENT PHYSICIAN PAC","org_rg_35","org_rg_35","15411a23-ef4b-40db-8669-77a2a9b48b96",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","1445325",1,2350,2848668,FALSE,"Los Angeles","CA","90071-1624"
"SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE OF INTERNS AND RESIDENT PHYSICIANS","org_rg_35","org_rg_35","59bb2657-cc0e-43cc-ac98-523432076d28",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,4,3860.78,2848668,TRUE,"Los Angeles","CA","90017-4533"
"SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE OF INTERNS AND RESIDENT PHYSICIANS PAC","org_rg_35","org_rg_35","15411a23-ef4b-40db-8669-77a2a9b48b96",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id | same_contributor_id","1445325",6,19800,2848668,TRUE,"Los Angeles","CA","90017 | 90017-5864 | 90071 | 90071-1624"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 2021 CANNDIDATE PAC","org_rg_35","org_rg_35","f7636b51-da70-44bd-86eb-e0f86a8e6b85",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","1296948",2,10000,2848668,FALSE,"Sacramento","CA","95814"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 221","org_rg_35","org_rg_35","a0aa32b4-776d-46d1-8755-f4f042cb6bef",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,4,85000,2848668,FALSE,"San Diego","CA","92111"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC ISSUES AND INITIATIVES SPONSORED BY SERVICE EMPLOYEE UNION","org_rg_35","org_rg_35","ebd8e7ad-a20f-45d4-869a-2e79c5268150",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","891044",1,10000,2848668,TRUE,"LOS ANGELES","CA","90017"
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 99 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_35","org_rg_35","320d022d-d191-45c9-818e-eb02989564fb",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","980422",1,19600,2848668,FALSE,"Sacramento","CA","95814"
"SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015 STATE PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","1374983",2,39200,2848668,FALSE,"Los Angeles","CA","90057"
"SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015, DIGNITY CALIFORNIA","org_rg_35","org_rg_35","7cf0c6da-179c-44ba-9816-840db4f1ff48",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","1357256",1,50000,2848668,FALSE,"Los Angeles","CA","90057"
"SERVICE EMPLOYEES INTERNATIONAL UNION UNITED SERVICE WORKERS WEST","org_rg_35","org_rg_35","3d8935e4-6b4c-4d91-bb65-1c729bcbeddd",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | name_v4_cross | name_v5_cross",NA,2,37668,2848668,TRUE,"Los Angeles","CA","90015-3310"
"SERVICE EMPLOYEES INTERNATIONAL UNION UNITED SERVICE WORKERS WEST (SEIU USWW)","org_rg_35","org_rg_35","3d8935e4-6b4c-4d91-bb65-1c729bcbeddd",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | map1_bridge | name_v4_cross | name_v5_cross","1434521",1,500,2848668,TRUE,"Los Angeles","CA","90015-3310"
"SERVICE EMPLOYEES INTERNATIONAL UNION UNITED SERVICE WORKERS WEST (SEIU USWW)","org_rg_35","org_rg_35","3d8935e4-6b4c-4d91-bb65-1c729bcbeddd",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1",NA,1,5000,2848668,TRUE,"LOS ANGELES","CA","90015"
"SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 99","org_rg_35","org_rg_35","320d022d-d191-45c9-818e-eb02989564fb",NA,"merge_conflict",TRUE,FALSE,FALSE,"name_v5_cross",NA,1,5000,2848668,FALSE,"Los Angeles","CA","90010-2335"
"SERVICE EMPLOYEES INTNL UNION LOCAL 521 PAC","org_rg_35","org_rg_35","29b0dd81-a615-44f1-b513-780f1a61a280",NA,"merge_conflict",TRUE,FALSE,FALSE,"same_contributor_id","1297708",1,500,2848668,FALSE,"SACRAMENTO","CA","95814"
"CALIFORNIA IATSE COUNCIL","org_rg_355","org_rg_355","3eeccbc6-5f54-4e1c-a721-1cef9b0a6455","CALIFORNIA INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES COUNCIL","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,9,8077.59,20000,FALSE,"Valley Village","CA","91607-3726"
"CALIFORNIA IATSE COUNCIL PAC","org_rg_355","org_rg_355","3eeccbc6-5f54-4e1c-a721-1cef9b0a6455","CALIFORNIA INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES COUNCIL","adding_to_existing",TRUE,TRUE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge","1398390",3,27500,20000,TRUE,"Burbank","CA","91506 | 91506-2635"
"IATSE LOCAL 44 AFFILIATED PROPERTY CRAFTSPERSONS","org_rg_355","org_rg_355","54b87339-7cef-44bc-9242-17a1c3fc7b8b",NA,"adding_to_existing",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,3222.65,20000,TRUE,"Valley Village","CA","91607-3726"
"IATSE LOCAL 600 POLITICAL ACTION COMMITTEE","org_rg_355","org_rg_355","dedd55e5-11bf-40d4-9c9e-dce547197168",NA,"adding_to_existing",TRUE,FALSE,FALSE,"map1_bridge | same_contributor_id","943521",1,10000,20000,TRUE,"Los Angeles","CA","90046"
"IATSE LOCAL 695","org_rg_355","org_rg_355","5a25005d-d004-4f64-9c09-d33097760ce0",NA,"adding_to_existing",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,9,1381.82,20000,TRUE,"North Hollywood","CA","91601-2918"
"IATSE LOCAL 871","org_rg_355","org_rg_355","880554fb-64c8-4b75-9521-da61cdd93e5e",NA,"adding_to_existing",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,8,1681.02,20000,TRUE,"Burbank","CA","91505-2833"
"INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES (IATSE) LOCAL NO. 600 PAC SMALL CONTRIBUTOR COMMITTEE","org_rg_355","org_rg_355","dedd55e5-11bf-40d4-9c9e-dce547197168",NA,"adding_to_existing",TRUE,FALSE,FALSE,"same_contributor_id","943521",1,1500,20000,FALSE,"Los Angeles","CA","90046"
"ELECTRICAL WORKERS LOCAL 569 (INTERMEDIARY FOR UNITEMIZED DUES)","org_rg_36","org_rg_36","6488ad82-8d9c-4c7a-9e68-649aa360124a",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,15,37956,9191.7,FALSE,"San Diego","CA","92123"
"IBEW 18","org_rg_36","org_rg_36","dfd7e8f3-3db0-47f3-9a51-d38f2912c1eb",NA,"merge_conflict",TRUE,FALSE,FALSE,"exact_name_v1 | exact_name_v1 | map1_bridge",NA,10,6990.62,9191.7,TRUE,"Los Angeles","CA","90004-4340"
"IBEW 302 COMMUNITY CANDIDATES PAC","org_rg_36","org_rg_36","bca574d0-4698-4058-aecd-ff5851cd26fe",NA,"merge_conflict",TRUE,FALSE,FALSE,"map1_bridge","1300752",1,2000,9191.7,FALSE,"Fairfield","CA","94533"
