pac_id,pac_name,industry,amount,total_received,pct_of_total
1343200,AMERICAN PISTACHIO GROWERS CALIFORNIA PAC,50,6000,597103.11,0.010048515741276243
1343200,AMERICAN PISTACHIO GROWERS CALIFORNIA PAC,100,5500,597103.11,0.009211139429503223
1343200,AMERICAN PISTACHIO GROWERS CALIFORNIA PAC,80,5000,597103.11,0.008373763117730203
1343340,Consumer Attorneys Consumer Protection Fund,50,67428.31,67428.31,1
1344093,NA,99,1938494.97,2023878.85,0.9578117632881039
1344093,NA,76,85383.88,2023878.85,0.042188236711896074
1344506,American Beverage Association California PAC,31-33,1735000,1746040.04,0.993677098034934
1344506,American Beverage Association California PAC,76,9000,1746040.04,0.005154520969633663
1344506,American Beverage Association California PAC,80,2040.04,1746040.04,0.0011683809954323842
1349036,NA,40,68600,68600,1
1349650,Foremen's Union Local 94 Political Action Committee,77,104555,104555,1
1355868,NA,50,15500,15500,1
1356185,Union of American Physicians and Dentists Medical Action Committee,60,417772.79999999923,489103.200000004,0.8541608396755446
1356185,Union of American Physicians and Dentists Medical Action Committee,77,71330.40000000001,489103.200000004,0.1458391603244457
1357256,DIGNITY CA SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015,99,7900000,8446000,0.9353540137343122
1357256,DIGNITY CA SERVICE EMPLOYEES INTERNATIONAL UNION SEIU LOCAL 2015,77,546000,8446000,0.0646459862656879
1357479,ABBVIE POLITICAL ACTION COMMITTEE,31-33,1173253.29,1173253.29,1
1358150,Southern California District Council of Laborers PAC Small Contributor Committee,77,2514947.35,2514947.35,1
1358788,California Asian Chamber of Commerce Candidate PAC,20,132607.18844220781,261450,0.507199037835945
1358788,California Asian Chamber of Commerce Candidate PAC,31-33,84400,261450,0.3228150698030216
1358788,California Asian Chamber of Commerce Candidate PAC,76,12621.17536114426,261450,0.04827376309483366
1358788,California Asian Chamber of Commerce Candidate PAC,21,9800,261450,0.03748326639892905
1358788,California Asian Chamber of Commerce Candidate PAC,60,8767.09478971253,261450,0.03353258668851608
1358788,California Asian Chamber of Commerce Candidate PAC,80,6500,261450,0.02486135016255498
1358788,California Asian Chamber of Commerce Candidate PAC,79,5000,261450,0.019124115509657678
1358788,California Asian Chamber of Commerce Candidate PAC,50,738.8746733248194,261450,0.0028260649199648856
1358788,California Asian Chamber of Commerce Candidate PAC,52,674.8236180520796,261450,0.002581080964054617
1358788,California Asian Chamber of Commerce Candidate PAC,40,169.27778893509793,261450,6.47457597762853e-4
1358788,California Asian Chamber of Commerce Candidate PAC,99,114.3768844156067,261450,4.3747134983976554e-4
1358788,California Asian Chamber of Commerce Candidate PAC,11,57.18844220780335,261450,2.1873567491988277e-4
1363067,International Brotherhood of Boilermakers Local 92 PAC,77,195810.06999999998,195810.06999999983,1.0000000000000007
1365388,NA,99,77170.5,114270.5,0.6753317785430185
1365388,NA,11,27100,114270.5,0.23715657146857674
1365388,NA,31-33,5000,114270.5,0.04375582499420235
1365388,NA,79,5000,114270.5,0.04375582499420235
1365806,"KEEPING CALIFORNIANS WORKING, A COALITION OF DENTISTS, REALTORS, HOUSING PROVIDERS, ENERGY, INSURANCE AGENTS AND EMPLOYEES TO PROTECT WORKING CALIFORNIANS",52,642616.357101266,2800000,0.22950584182188072
1365806,"KEEPING CALIFORNIANS WORKING, A COALITION OF DENTISTS, REALTORS, HOUSING PROVIDERS, ENERGY, INSURANCE AGENTS AND EMPLOYEES TO PROTECT WORKING CALIFORNIANS",21,600000,2800000,0.21428571428571427
1365806,"KEEPING CALIFORNIANS WORKING, A COALITION OF DENTISTS, REALTORS, HOUSING PROVIDERS, ENERGY, INSURANCE AGENTS AND EMPLOYEES TO PROTECT WORKING CALIFORNIANS",99,501457.80641613423,2800000,0.17909207372004793
1365806,"KEEPING CALIFORNIANS WORKING, A COALITION OF DENTISTS, REALTORS, HOUSING PROVIDERS, ENERGY, INSURANCE AGENTS AND EMPLOYEES TO PROTECT WORKING CALIFORNIANS",31-33,455058.6089752181,2800000,0.1625209317768636
1365806,"KEEPING CALIFORNIANS WORKING, A COALITION OF DENTISTS, REALTORS, HOUSING PROVIDERS, ENERGY, INSURANCE AGENTS AND EMPLOYEES TO PROTECT WORKING CALIFORNIANS",60,300000,2800000,0.10714285714285714
1365806,"KEEPING CALIFORNIANS WORKING, A COALITION OF DENTISTS, REALTORS, HOUSING PROVIDERS, ENERGY, INSURANCE AGENTS AND EMPLOYEES TO PROTECT WORKING CALIFORNIANS",79,245156.00211664248,2800000,0.08755571504165803
1365806,"KEEPING CALIFORNIANS WORKING, A COALITION OF DENTISTS, REALTORS, HOUSING PROVIDERS, ENERGY, INSURANCE AGENTS AND EMPLOYEES TO PROTECT WORKING CALIFORNIANS",76,53008.79585277508,2800000,0.018931712804562528
1365806,"KEEPING CALIFORNIANS WORKING, A COALITION OF DENTISTS, REALTORS, HOUSING PROVIDERS, ENERGY, INSURANCE AGENTS AND EMPLOYEES TO PROTECT WORKING CALIFORNIANS",80,2702.4295379639584,2800000,9.651534064156994e-4
1367567,CAPA21- State,50,9800,21700,0.45161290322580644
1367567,CAPA21- State,70,9800,21700,0.45161290322580644
1367567,CAPA21- State,99,2100,21700,0.0967741935483871
1372681,NA,99,1123081.6,1142073.6,0.9833705988825939
1372681,NA,77,18992,1142073.6,0.016629401117406094
1373047,"Service Employees International Union, United Healthcare Workers West Nonprofit 501(c)(5)",77,22421094.51,22421094.51,1
1374983,SEIU Local 2015 State PAC,77,911664.7,911664.7,1
1377164,NA,77,763461.7289533856,918631.95,0.8310855386135717
1377164,NA,99,144356.91999999998,918631.95,0.157143369550776
1377164,NA,40,10813.301046614406,918631.95,0.011771091835652359
1377585,Bay Area Legislative Leaders PAC,79,321124.8715648206,1814078.03,0.17701822427385913
1377585,Bay Area Legislative Leaders PAC,77,290694.59963692835,1814078.03,0.1602437132414466
1377585,Bay Area Legislative Leaders PAC,40,259368.00903996758,1814078.03,0.14297511173759575
1377585,Bay Area Legislative Leaders PAC,20,230175.68651049805,1814078.03,0.12688301313615383
1377585,Bay Area Legislative Leaders PAC,60,173243.41020417932,1814078.03,0.09549942579050986
1377585,Bay Area Legislative Leaders PAC,99,121634.28964973665,1814078.03,0.06705019720112956
1377585,Bay Area Legislative Leaders PAC,52,117130.32119995904,1814078.03,0.06456741069730007
1377585,Bay Area Legislative Leaders PAC,50,107530.90923344404,1814078.03,0.059275790487052
1377585,Bay Area Legislative Leaders PAC,70,64051,1814078.03,0.03530774252307107
1377585,Bay Area Legislative Leaders PAC,80,61187.23047536981,1814078.03,0.03372910617046049
1377585,Bay Area Legislative Leaders PAC,31-33,42126.326648033086,1814078.03,0.023221893408870115
1377585,Bay Area Legislative Leaders PAC,100,13561.634315913805,1814078.03,0.007475772316097012
1377585,Bay Area Legislative Leaders PAC,76,11520.734822826815,1814078.03,0.006350738299182652
1377585,Bay Area Legislative Leaders PAC,21,562.2489959839356,1814078.03,3.099365003521572e-4
1377585,Bay Area Legislative Leaders PAC,92,163.4766672150375,1814078.03,9.011556532385628e-5
1377585,Bay Area Legislative Leaders PAC,11,3.281035123798241,1814078.03,1.808651595763078e-6
1379198,NA,31-33,260000,280000,0.9285714285714286
1379198,NA,79,20000,280000,0.07142857142857142
1384599,NA,99,283584.42000000004,283584.42000000004,1
1385462,NA,99,382512.46,382512.46,1
1385674,NA,100,5000,10000,0.5
1385674,NA,20,5000,10000,0.5
1387772,NPH ACTION FUND POLITICAL ISSUES COMMITTEE,99,250871.91,250871.91,1
1388166,California Council for Affordable Housing PAC,40,179600,217649.23,0.8251809574515838
1388166,California Council for Affordable Housing PAC,52,26100,217649.23,0.11991772265860991
1388166,California Council for Affordable Housing PAC,76,11949.230000000003,217649.23,0.05490131988980619
1396710,FRIANT WATER PAC,11,29750,29750,1
1398390,California IATSE Council PAC,77,247764.41,247764.40999999997,1.0000000000000002
1401119,CALIFORNIA NURSES ASSOCIATION / NATIONAL NURSES ORGANIZING COMMITTEE (CNA / NNOC PAC),77,2066920.05,2066920.05,1
1401346,CALIFORNIA YIMBY VICTORY FUND,80,41585.9,169150.76,0.24585109756527254
1401346,CALIFORNIA YIMBY VICTORY FUND,99,39364.86,169150.76,0.23272056241426287
1401346,CALIFORNIA YIMBY VICTORY FUND,40,25000,169150.76,0.1477971485318777
1401346,CALIFORNIA YIMBY VICTORY FUND,50,17500,169150.76,0.1034580039723144
1401346,CALIFORNIA YIMBY VICTORY FUND,100,12500,169150.76,0.07389857426593885
1401346,CALIFORNIA YIMBY VICTORY FUND,52,9800,169150.76,0.057936482224496065
1401346,CALIFORNIA YIMBY VICTORY FUND,60,9600,169150.76,0.05675410503624104
1401346,CALIFORNIA YIMBY VICTORY FUND,20,7500,169150.76,0.04433914455956331
1401346,CALIFORNIA YIMBY VICTORY FUND,79,6300,169150.76,0.03724488143003318
1403112,Service Corporation International PAC (FEC ID#C00173096),80,358675.80000000005,358675.80000000005,1
1405082,COALITION FOR RENEWABLE NATURAL GAS STATE POLITICAL ACTION COMMITTEE (RNG PAC),21,22584.7,25084.7,0.9003376560213995
1405082,COALITION FOR RENEWABLE NATURAL GAS STATE POLITICAL ACTION COMMITTEE (RNG PAC),99,2500,25084.7,0.09966234397860049
1405807,BEYOND IMPACT (NONPROFIT 501 (C) (4) ),80,45781.82,50345.97,0.9093442831670538
1405807,BEYOND IMPACT (NONPROFIT 501 (C) (4) ),99,4564.15,50345.97,0.0906557168329461
1406018,"CALIFORNIANS FOR AFFORDABLE HOUSING, SPONSORED BY THE CALIFORNIA RENTAL HOUSING ASSOCIATION",40,285729.97,285729.97,1
1406838,NA,99,70323.05,70323.05,1
1408693,CONDUENT INCORPORATED POLITICAL ACTION COMMITTEE (CNDT PAC) (FED PAC ID NUMBERC00629527),50,66799,66799,1
1408990,"DENTAQUEST PAC-TN-C ""TN PAC""",52,301500,311500,0.9678972712680578
1408990,"DENTAQUEST PAC-TN-C ""TN PAC""",99,10000,311500,0.03210272873194221
1409634,THE HOME DEPOT INC PAC (FEC PAC IDNUMBER C00284558),80,3375677.8099999996,3375677.8099999996,1
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,77,233161.29947494395,1282000,0.18187308851399683
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,20,149249.10466596813,1282000,0.11641895839779105
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,79,146400.64628246834,1282000,0.11419707198320464
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,31-33,119398.68622147395,1282000,0.09313470064077531
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,52,104987.54518781322,1282000,0.08189356098893387
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,60,104384.98162240855,1282000,0.08142354260718296
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,99,97673.80169246468,1282000,0.07618861286463703
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,92a,92500,1282000,0.07215288611544461
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,40,82370.52726833972,1282000,0.06425158133255829
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,21,70000,1282000,0.054602184087363496
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,70,50000,1282000,0.0390015600624025
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,80,30020.63633831557,1282000,0.023417033025207153
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,76,1533.8313736254026,1282000,0.0011964363288809693
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,92,217.96888962005002,1282000,1.700225348050312e-4
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,100,96.8768709853095,1282000,7.556698204782333e-5
1410185,ASIAN PACIFIC ISLANDER LEADERSHIP PAC,50,4.094111573118412,1282000,3.1935347684230984e-6
1410966,GUARDIAN LIFE INSURANCE COMPANY OF AMERICA POLITICAL ACTION COMMITTEE - GENERAL (FED PAC ID# C00674465); THE,52,90220.4,90220.4,1
1411956,COMMITTEE TO SUPPORT THE ALLIANCE OF CALIFORNIA'S FARMERS AND RANCHERS,11,1917846.376158502,2287133.34,0.8385371952815406
1411956,COMMITTEE TO SUPPORT THE ALLIANCE OF CALIFORNIA'S FARMERS AND RANCHERS,76,325027.3800372513,2287133.34,0.14211125095017474
1411956,COMMITTEE TO SUPPORT THE ALLIANCE OF CALIFORNIA'S FARMERS AND RANCHERS,99,21133.34,2287133.34,0.00924009966117673
1411956,COMMITTEE TO SUPPORT THE ALLIANCE OF CALIFORNIA'S FARMERS AND RANCHERS,31-33,19550.646952976094,2287133.34,0.008548101070913555
1411956,COMMITTEE TO SUPPORT THE ALLIANCE OF CALIFORNIA'S FARMERS AND RANCHERS,79,879.2451273616713,2287133.34,3.8443107447407124e-4
1411956,COMMITTEE TO SUPPORT THE ALLIANCE OF CALIFORNIA'S FARMERS AND RANCHERS,52,762.0124437134485,2287133.34,3.3317359787752844e-4
1411956,COMMITTEE TO SUPPORT THE ALLIANCE OF CALIFORNIA'S FARMERS AND RANCHERS,50,703.3961018893369,2287133.34,3.07544859579257e-4
1411956,COMMITTEE TO SUPPORT THE ALLIANCE OF CALIFORNIA'S FARMERS AND RANCHERS,100,644.7797600652256,2287133.34,2.819161212809856e-4
1411956,COMMITTEE TO SUPPORT THE ALLIANCE OF CALIFORNIA'S FARMERS AND RANCHERS,80,586.1634182411142,2287133.34,2.562873829827142e-4
1414539,WESTERN STATES PETROLEUM ASSOCIATION CALIFORNIA PAC (AKA WSPA CA PAC),21,106128.8,117925.41999999998,0.8999654188214892
1414539,WESTERN STATES PETROLEUM ASSOCIATION CALIFORNIA PAC (AKA WSPA CA PAC),76,11796.620000000004,117925.41999999998,0.10003458117851101
1416673,CALIFORNIANS FOR FAIR HOUSING,40,126755.18000000001,136755.18,0.926876627269256
1416673,CALIFORNIANS FOR FAIR HOUSING,99,10000,136755.18,0.0731233727307441
1418060,California Partnership for Health PAC,60,27347.33,47347.33,0.5775896972437516
1418060,California Partnership for Health PAC,52,20000,47347.33,0.42241030275624836
1422595,California Jewish PAC,79,94802.59280503164,444020,0.21350973560882763
1422595,California Jewish PAC,92a,70000,444020,0.1576505562812486
1422595,California Jewish PAC,99,62109.937865590255,444020,0.139880946501487
1422595,California Jewish PAC,60,52370.754831401435,444020,0.11794683760056177
1422595,California Jewish PAC,77,37450.685709932106,444020,0.08434459193264292
1422595,California Jewish PAC,40,29660.493433765077,444020,0.0667999041344198
1422595,California Jewish PAC,20,27704.786146787716,444020,0.06239535639563019
1422595,California Jewish PAC,52,17803.589812582657,444020,0.040096369110811804
1422595,California Jewish PAC,100,14735.32775311667,444020,0.03318618024664806
1422595,California Jewish PAC,31-33,13476.436243333781,444020,0.030350966720719293
1422595,California Jewish PAC,50,13050.2802571107,444020,0.02939119917370997
1422595,California Jewish PAC,80,9347.890917014003,444020,0.021052860044624123
1422595,California Jewish PAC,76,1416.4038536589476,444020,0.0031899550778319618
1422595,California Jewish PAC,92,90.82037067502084,444020,2.0454117083694618e-4
1423131,SMART JUSTICE CALIFORNIA ACTION FUND,100,2452100,2575969.86,0.9519133115944144
1423131,SMART JUSTICE CALIFORNIA ACTION FUND,80,58250,2575969.86,0.022612842217028115
1423131,SMART JUSTICE CALIFORNIA ACTION FUND,99,35619.86,2575969.86,0.013827747192663194
1423131,SMART JUSTICE CALIFORNIA ACTION FUND,50,20000,2575969.86,0.007764065997262872
1423131,SMART JUSTICE CALIFORNIA ACTION FUND,60,10000,2575969.86,0.003882032998631436
1427579,FRIENDS OF THE UNIVERSITY,99,62576,127076,0.4924297270924486
1427579,FRIENDS OF THE UNIVERSITY,100,53600,127076,0.42179483143945357
1427579,FRIENDS OF THE UNIVERSITY,52,5900,127076,0.046428908684566714
1427579,FRIENDS OF THE UNIVERSITY,76,5000,127076,0.03934653278353112
1432932,LCCC PAC,31-33,565977.4353187289,2152528,0.2629361547532617
1432932,LCCC PAC,77,482021.9365990321,2152528,0.22393294609827705
1432932,LCCC PAC,20,272069.95212557947,2152528,0.12639554613253787
1432932,LCCC PAC,21,225812.49118470406,2152528,0.10490571606255718
1432932,LCCC PAC,60,178460.36659991211,2152528,0.08290733806942911
1432932,LCCC PAC,40,145930.05683994794,2152528,0.06779473105109338
1432932,LCCC PAC,79,87237.69771757268,2152528,0.040528019945651195
1432932,LCCC PAC,99,55524.180733967485,2152528,0.025794870372867384
1432932,LCCC PAC,50,50098.91714854511,2152528,0.0232744555000191
1432932,LCCC PAC,11,23726.292643581044,2152528,0.01102252451237849
1432932,LCCC PAC,76,22103.096931798802,2152528,0.010268436430001748
1432932,LCCC PAC,90,20554.885044046263,2152528,0.00954918358508984
1432932,LCCC PAC,100,8778.258605045472,2152528,0.004078115873542863
1432932,LCCC PAC,52,5739.584459230013,2152528,0.002666438930982553
1432932,LCCC PAC,80,5283.693988140903,2152528,0.002454645880630079
1432932,LCCC PAC,92a,2634.5371763830913,2152528,0.00122392701808436
1432932,LCCC PAC,70,296.59373822421617,2152528,1.377885622041693e-4
1432932,LCCC PAC,92,278.023145560319,2152528,1.2916122139192569e-4
1434406,AMERICAN COUNCIL FOR EVANGELICALS STATE PAC; THE,99,32592.68000000003,38635.29000000001,0.8435986891776928
1434406,AMERICAN COUNCIL FOR EVANGELICALS STATE PAC; THE,52,6042.61,38635.29000000001,0.15640131082230774
1435580,Americans4Hindus CA PAC,99,21782,36782,0.5921918329617748
1435580,Americans4Hindus CA PAC,60,10000,36782,0.27187211135881684
1435580,Americans4Hindus CA PAC,79,5000,36782,0.13593605567940842
1436831,REPEAL CALIFORNIA'S THREE STRIKES LAW BALLOT COMMITTEE,99,130,130,1
1437185,CA Primary Care Association Advocates PAC,60,86191.41983379728,128004.67,0.67334590084719
1437185,CA Primary Care Association Advocates PAC,76,12413.25016620272,128004.67,0.09697497885196471
1437185,CA Primary Care Association Advocates PAC,52,9800,128004.67,0.07655970676694843
1437185,CA Primary Care Association Advocates PAC,80,9800,128004.67,0.07655970676694843
1437185,CA Primary Care Association Advocates PAC,99,9800,128004.67,0.07655970676694843
1437529,NA,79,15021309.22,15021309.22,1
1438874,California Working Families Party,100,1297124.2531867141,1962685.44,0.660892584594052
1438874,California Working Families Party,99,351077.79752127716,1962685.44,0.17887624290995768
1438874,California Working Families Party,77,259500,1962685.44,0.13221680596968202
1438874,California Working Families Party,70,29204.762768695276,1962685.44,0.014880001743272359
1438874,California Working Families Party,80,14546.721415835269,1962685.44,0.0074116417839403086
1438874,California Working Families Party,50,10000,1962685.44,0.005095059960296032
1438874,California Working Families Party,60,1231.9051074781112,1962685.44,6.276630387995905e-4
1439102,UBER INNOVATION POLITICAL ACTION COMMITTEE,79,2000000,2000000,1
1439959,21ST CENTURY ALLIANCE GOOD GOVERMENT PAC,100,64600,116952.3,0.5523619458531384
1439959,21ST CENTURY ALLIANCE GOOD GOVERMENT PAC,99,26380,116952.3,0.2255620453808946
1439959,21ST CENTURY ALLIANCE GOOD GOVERMENT PAC,80,16872.3,116952.3,0.14426650865352797
1439959,21ST CENTURY ALLIANCE GOOD GOVERMENT PAC,52,9100,116952.3,0.077809500112439
1441380,EMPLOYEES OF RAYTHEON TECHNOLOGIES CORPORATION PAC (FED PAC ID #C00097568),92,2179075.61,2179075.61,1
1442900,California's Best,40,43355.783753036376,179663.37,0.2413167678700248
1442900,California's Best,99,28201.164759456522,179663.37,0.15696669142661926
1442900,California's Best,77,22690.702741763882,179663.37,0.12629565359796982
1442900,California's Best,31-33,20771.95622550767,179663.37,0.11561597795648423
1442900,California's Best,20,14985.24814447049,179663.37,0.08340736425277168
1442900,California's Best,100,14322.171154009886,179663.37,0.07971670103933755
1442900,California's Best,21,8287.551568942015,179663.37,0.04612822062138774
1442900,California's Best,52,7710.648675547622,179663.37,0.04291719940212422
1442900,California's Best,60,6549.679707484899,179663.37,0.03645528694850207
1442900,California's Best,80,5193.917024569776,179663.37,0.028909159527452793
1442900,California's Best,79,3201.713575706444,179663.37,0.01782062518200813
1442900,California's Best,50,1838.6819845015082,179663.37,0.01023403927301101
1442900,California's Best,11,870.7794364779005,179663.37,0.004846727724621332
1442900,California's Best,76,811.2064779701378,179663.37,0.004515146732303518
1442900,California's Best,90,754.3855032220972,179663.37,0.004198883184825584
1442900,California's Best,92a,96.69023442866443,179663.37,5.381744449559441e-4
1442900,California's Best,70,10.885296414129373,179663.37,6.058717708639982e-5
1442900,California's Best,92,10.203736489962127,179663.37,5.679363851386138e-5
1445789,NA,77,455000,455000,1
1446977,"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",40,1924055.0224982314,2390005,0.8050422582790544
1446977,"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",99,424068.7047107699,2390005,0.17743423328016883
1446977,"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",79,15480.446232820137,2390005,0.00647716060544649
1446977,"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",52,6977.75342161274,2390005,0.00291955599323547
1446977,"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",21,6428.571428571428,2390005,0.002689773213265842
1446977,"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",31-33,4875.627953305909,2390005,0.002040007428145928
1446977,"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",76,4079.2094528047046,2390005,0.0017067786271596523
1446977,"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",60,3214.285714285714,2390005,0.001344886606632921
1446977,"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",100,736.2642194883522,2390005,3.0805969840579924e-4
1446977,"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",50,31.115247955699935,2390005,1.3018904962834778e-5
1446977,"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",20,29.04451796166231,2390005,1.2152492551966339e-5
1446977,"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",80,28.954602192470983,2390005,1.2114870969923068e-5
1448772,Jane Fonda Climate PAC (FED PAC ID #C00806893),99,6045371.41,6045371.41,1
1449477,Progressive Era PAC,100,850100,892926,0.9520385787848041
1449477,Progressive Era PAC,70,25000,892926,0.027997840806517002
1449477,Progressive Era PAC,60,10000,892926,0.0111991363226068
1449477,Progressive Era PAC,99,7826,892926,0.008764444086072081
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,90,586973.4993297037,1086357.09,0.5403135900090675
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,40,141996.48373035653,1086357.09,0.130708847981428
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,60,68738.27800721182,1086357.09,0.06327410999564775
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,100,54744.905263133136,1086357.09,0.05039310348969429
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,21,47581.91950310407,1086357.09,0.04379952037971609
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,92a,32963.123980910095,1086357.09,0.030342807428918324
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,11,32109.092557077216,1086357.09,0.02955666497935519
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,50,29829.312921879256,1086357.09,0.027458110409975096
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,20,25007.64363228576,1086357.09,0.023019726996291574
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,80,24899.21559201068,1086357.09,0.022919918156939244
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,31-33,16311.085387937783,1086357.09,0.015014478699575461
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,99,10003.61212837715,1086357.09,0.009208401381517333
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,77,7756.494882912412,1086357.09,0.007139912791393861
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,52,6238.277615994273,1086357.09,0.005742382199571481
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,79,533.0721953433294,1086357.09,4.906970279388791e-4
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,76,520.6614762411388,1086357.09,4.7927286620013564e-4
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,70,100.68086280266589,1086357.09,9.267750330848016e-5
1452149,GROVE FOR BOARD OF EQUALIZATION 2026,92,49.73093271902476,1086357.09,4.577770346123e-5
1453853,Asian Business Association Candidate PAC,20,199439.56028555307,279375,0.7138776207089148
1453853,Asian Business Association Candidate PAC,52,35205.78316715637,279375,0.12601622610167829
1453853,Asian Business Association Candidate PAC,11,20000,279375,0.07158836689038031
1453853,Asian Business Association Candidate PAC,40,14660.493433765077,279375,0.05247603913651929
1453853,Asian Business Association Candidate PAC,79,5000,279375,0.017897091722595078
1453853,Asian Business Association Candidate PAC,99,5000,279375,0.017897091722595078
1453853,Asian Business Association Candidate PAC,50,69.16311352546944,279375,2.475637173171166e-4
1460206,NA,76,99200,99200,1
1460720,NA,99,3000,3000,1
1463224,NORTH COAST STATES REGIONAL COUNCIL OF CARPENTERS POWER PAC,77,2847824.7500000005,2847824.7500000005,1
1464730,Physician Association of California PAC,60,225000,230650.83,0.9755005000415564
1464730,Physician Association of California PAC,76,5650.83,230650.83,0.02449949995844368
1465611,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES PAC,80,6309630.399999997,7242932.159999996,0.8711431034582546
1465611,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES PAC,100,330732.62000000005,7242932.159999996,0.04566280792004549
1465611,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES PAC,50,310334.8,7242932.159999996,0.042846570027793844
1465611,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES PAC,52,117092.86000000002,7242932.159999996,0.016166499618298243
1465611,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES PAC,20,101564.64,7242932.159999996,0.014022586123463021
1465611,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES PAC,76,34718.55,7242932.159999996,0.004793438518137387
1465611,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES PAC,79,29924.120000000003,7242932.159999996,0.004131492514214025
1465611,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES PAC,99,8934.17,7242932.159999996,0.001233501819793381
1466651,MARINER FINANCE LLC POLITICAL ACTION COMMITTEE (FEC ID #C00757823),52,189570.57,189570.57,1
1467150,Empower PAC,99,1248,1248,1
1467230,BLACK LEGACY PAC,79,136823.46782133577,425000,0.32193757134431944
1467230,BLACK LEGACY PAC,40,104779.19682127371,425000,0.24653928663829108
1467230,BLACK LEGACY PAC,20,95004.77705887528,425000,0.22354065190323594
1467230,BLACK LEGACY PAC,77,28724.485637484588,425000,0.0675870250293755
1467230,BLACK LEGACY PAC,31-33,25041.02571575556,425000,0.05892006050766014
1467230,BLACK LEGACY PAC,99,24323.46077260245,425000,0.05723167240612342
1467230,BLACK LEGACY PAC,60,10000,425000,0.023529411764705882
1467230,BLACK LEGACY PAC,80,162.1457722778375,425000,3.8151946418314703e-4
1467230,BLACK LEGACY PAC,100,121.09608873163687,425000,2.849319734862044e-4
1467230,BLACK LEGACY PAC,52,15.226672196762872,425000,3.5827463992383226e-5
1467230,BLACK LEGACY PAC,50,5.117639466398016,425000,1.2041504626818861e-5
