entity_name,canonical_name,entity_id,Contributor.ID,review_group_id,to_add_status,confirmed_link,flag,entity_status,confirmed,conflicting_contributor_ids,is_conflict,n_contributions,link_methods,total_amount,max_single_recipient,city,state,zip,notes
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000,f100c1ca-ebef-4413-97f6-fbad36f0301d,1273063,org_rg_25_i,in existing map,yes,,merge_conflict,TRUE,TRUE,FALSE,1,same_contributor_id,11800,8446000,Sacramento,CA,95811,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000,f100c1ca-ebef-4413-97f6-fbad36f0301d,NA,org_rg_25_i,in existing map,yes,,merge_conflict,TRUE,TRUE,FALSE,18,exact_name_v1 | exact_name_v1 | map1_bridge,44313.66,8446000,Sacramento,CA,95811,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000 CANDIDATE PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000,f100c1ca-ebef-4413-97f6-fbad36f0301d,1273063,org_rg_25_i,in existing map,yes,,merge_conflict,TRUE,TRUE,FALSE,6,map1_bridge | same_contributor_id | same_contributor_id,71000,8446000,Sacramento | SACRAMENTO,CA,95811 | 95811-7131 | 95814-4602,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1000,f100c1ca-ebef-4413-97f6-fbad36f0301d,1273063,org_rg_25_i,in existing map,yes,,merge_conflict,TRUE,TRUE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,11800,8446000,Sacramento,CA,95811,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,f7636b51-da70-44bd-86eb-e0f86a8e6b85,1296948,org_rg_25_j,in existing map,yes,,merge_conflict,TRUE,TRUE,FALSE,1,same_contributor_id,1021,8446000,Sacramento,CA,95814,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,f7636b51-da70-44bd-86eb-e0f86a8e6b85,NA,org_rg_25_j,in existing map,yes,,merge_conflict,TRUE,TRUE,FALSE,18,exact_name_v1 | exact_name_v1 | map1_bridge,51457.67,8446000,Oakland,CA,94609,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021 CANDIDATE PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,f7636b51-da70-44bd-86eb-e0f86a8e6b85,1296948,org_rg_25_j,in existing map,yes,,merge_conflict,TRUE,TRUE,FALSE,1,map1_bridge | same_contributor_id,11800,8446000,Sacramento,CA,95814,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021 CANDIDATE PAC SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,f7636b51-da70-44bd-86eb-e0f86a8e6b85,1296948,org_rg_25_j,in existing map,yes,,merge_conflict,TRUE,TRUE,FALSE,1,same_contributor_id,2048,8446000,Sacramento,CA,95814,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021 CANDIDATE PAC-SMALL CONTRIBUTOR COMMITTEE,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,f7636b51-da70-44bd-86eb-e0f86a8e6b85,1296948,org_rg_25_j,add to map,yes,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,1021,8446000,Sacramento,CA,95814,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL NO.1021 CANDIDATE PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 1021,f7636b51-da70-44bd-86eb-e0f86a8e6b85,1296948,org_rg_25_j,add to map,yes,,merge_conflict,FALSE,TRUE,FALSE,1,same_contributor_id,5000,8446000,Sacramento,CA,95814,
SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521 CANDIDATE PAC,SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 521,29b0dd81-a615-44f1-b513-780f1a61a280,1297708,org_rg_25_k,in existing map,no,,merge_conflict,TRUE,TRUE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,3500,8446000,Sacramento,CA,95814,
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721 CTW, CLC STATE & LOCAL",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721,ebd8e7ad-a20f-45d4-869a-2e79c5268150,743794,org_rg_25_l,in existing map,yes,,merge_conflict,TRUE,TRUE,FALSE,3,map1_bridge | same_contributor_id | same_contributor_id,35400,8446000,Los Angeles,CA,90017 | 90017-4510,
"SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721, CTW, CLC STATE & LOCAL",SERVICE EMPLOYEES INTERNATIONAL UNION LOCAL 721,ebd8e7ad-a20f-45d4-869a-2e79c5268150,743794,org_rg_25_l,in existing map,yes,,merge_conflict,TRUE,TRUE,FALSE,2,same_contributor_id,23600,8446000,Los Angeles | LOS ANGELES,CA,90017,
PLUMBERS & PIPEFITTERS LOCAL UNION 442 PAC,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 442,9c05dd5e-2da1-4af0-b48b-55c7e515c150,871625,org_rg_27_a,add to map,yes,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,5000,175900,Modesto,CA,95356-9680,
PLUMBERS & STEAMFITTERS LOCAL UNION 442 PAC,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 442,9c05dd5e-2da1-4af0-b48b-55c7e515c150,871625,org_rg_27_a,add to map,yes,,merge_conflict,FALSE,TRUE,FALSE,2,same_contributor_id,3000,175900,Modesto,CA,95356,
PLUMBERS AND PIPEFITTERS LOCAL 442 PAC,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 442,9c05dd5e-2da1-4af0-b48b-55c7e515c150,871625,org_rg_27_a,add to map,yes,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,5000,175900,Modesto,CA,95356,
PLUMBERS AND PIPEFITTERS LOCAL 364,NA,11496128-7384-4ba0-9be4-e3bcb210be26,NA,org_rg_27_b,don't add,no,,merge_conflict,FALSE,TRUE,FALSE,21,exact_name_v1 | exact_name_v1 | map1_bridge,3288.91,175900,Colton,CA,92324,
PLUMBERS AND STEAMFITTERS LOCAL 460 PAC,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 460,d37967e8-9db1-4f1b-9ac7-762667fd5d22,1280263,org_rg_27_c,add to map,no,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge,20000,175900,Bakersfield,CA,93308-5128,
PLUMBERS AND STEAMFITTERS LOCAL NO. 467 STATE POLITICAL ACTION FUND,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 467,f86ea8a0-74a6-4a9e-979a-acc03ce785c2,782481,org_rg_27_d,add to map,yes,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,10000,175900,Burlingame,CA,94010-2305,
PLUMBERS AND STEAMFITTERS UNION LOCAL NO. 467 STATE POLITICAL ACTION FUND,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 467,f86ea8a0-74a6-4a9e-979a-acc03ce785c2,782481,org_rg_27_d,add to map,yes,,merge_conflict,FALSE,TRUE,FALSE,3,same_contributor_id,20000,175900,Burlingame,CA,94010,
PLUMBERS AND STEAMFITTERS LOCAL UNION 403 STATE & LOCAL POLITICAL ACTION FUND,NA,cdf5e70d-3575-4002-ae1c-0b1f2d67a0df,880500,org_rg_27_e,don't add,no,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge,2500,175900,San Luis Obispo,CA,93401-7108,
PLUMBERS AND STEAMFITTERS LOCAL UNION NO. 582 POLITICAL ACTION COMMITTEE,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 582,b2cb292e-a8c8-4c90-b621-c7ca985ab47b,890440,org_rg_27_f,add to map,no,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge,20000,175900,Orange,CA,92868-2608,
PLUMBERS AND STEAMFITTERS LOCAL UNION NO. 761 POLITICAL ACTION COMMITTEE,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 761,a6597290-3bd4-4ced-bf3f-342ab008791c,890466,org_rg_27_g,add to map,no,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge,20000,175900,Burbank,CA,91505-1925,
PLUMBERS LOCAL NO. 78 POLITICAL ACTION COMMITTEE,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 78,5643ca6f-4e65-453f-9c62-937d6d107211,920927,org_rg_27_h,add to map,yes,,merge_conflict,FALSE,TRUE,FALSE,1,map1_bridge,10000,175900,Los Angeles,CA,90015-1213,
PLUMBERS LOCAL UNION NO. 78,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 78,5643ca6f-4e65-453f-9c62-937d6d107211,NA,org_rg_27_h,add to map,yes,,merge_conflict,FALSE,TRUE,FALSE,11,exact_name_v1 | exact_name_v1 | map1_bridge,13851.2,175900,Los Angeles,CA,90015-1213,
"PLUMBERS, STEAMFITTERS & REFRIGERATION FITTERS LOCAL 393 POLITICAL ACTION FUND",UNITED ASSOCIATION PLUMBERS STEAMFITTERS & REFRIGERATION FITTERS LOCAL 393,7b9a6079-8119-4a7b-9818-f201aa2a6f34,851452,org_rg_27_i,in existing map,yes,,merge_conflict,TRUE,TRUE,FALSE,1,same_contributor_id,10000,175900,Sacramento,CA,95814-4503,
"PLUMBERS, STEAMFITTERS & REFRIGERATION FITTERS LOCAL 393 POLITICAL ACTION FUND SMALL CONTRIBUTOR COMMITTEE",UNITED ASSOCIATION PLUMBERS STEAMFITTERS & REFRIGERATION FITTERS LOCAL 393,7b9a6079-8119-4a7b-9818-f201aa2a6f34,851452,org_rg_27_i,in existing map,yes,,merge_conflict,TRUE,TRUE,FALSE,1,map1_bridge | same_contributor_id,2500,175900,Sacramento,CA,95814,
SPRINKLER FITTERS LOCAL #709 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS),NA,377f6150-f5d1-46a1-9101-5e31ad55ea98,NA,org_rg_27_j,don't add,no,,merge_conflict,FALSE,TRUE,FALSE,12,exact_name_v1 | exact_name_v1 | map1_bridge,11504.11,175900,Whittier,CA,90606,
SPRINKLER FITTERS LOCAL 483 (REPRESENTS UNITEMIZED MEMBER DUES),SPRINKLER FITTERS LOCAL 483,8dd63ce0-8faf-412f-a2af-c4fe4f4a34e7,NA,org_rg_27_k,add to map,no,more than one canonical name,merge_conflict,FALSE,TRUE,FALSE,5,exact_name_v1 | exact_name_v1 | map1_bridge,102002,175900,Hayward,CA,94545,
STEAMFITTERS & REFRIGERATION U.A. LOCAL 250 PAC SMALL CONTRIBUTOR COMMITTEE,STEAMFITTERS & REFRIGERATION UA LOCAL 250,cbcbd425-5659-49ea-a74a-7c2686d1205a,743959,org_rg_27_l,in existing map,uncertain,more than one canonical name,merge_conflict,TRUE,TRUE,TRUE,5,map1_bridge | same_contributor_id | same_contributor_id,70100,175900,Gardena | GARDENA,CA,90248 | 90248-4217,confused how the same id applies to all of these
UA JOURNEYMEN & APPRENTICES LOCAL #250,UNITED ASSOCIATION JOURNEYMEN & APPRENTICES LOCAL 250,cbcbd425-5659-49ea-a74a-7c2686d1205a,743959,org_rg_27_n,in existing map,uncertain,more than one canonical name,merge_conflict,TRUE,TRUE,TRUE,3,map1_bridge | same_contributor_id | same_contributor_id,23600,175900,Gardena,CA,90248,confused how the same id applies to all of these
UA JOURNEYMEN & APPRENTICES LOCAL #250 - PAC,UNITED ASSOCIATION JOURNEYMEN & APPRENTICES LOCAL 250,cbcbd425-5659-49ea-a74a-7c2686d1205a,743959,org_rg_27_n,add to map,uncertain,more than one canonical name,merge_conflict,FALSE,TRUE,TRUE,2,map1_bridge | same_contributor_id | same_contributor_id,11800,175900,Gardena,CA,90248-4217,confused how the same id applies to all of these
STEAMFITTERS LOCAL 342 PAC,STEAMFITTERS LOCAL 342,436586f2-6596-4994-a305-1a5a37db0169,890268,org_rg_27_m,in existing map,uncertain,more than one canonical name,merge_conflict,TRUE,TRUE,TRUE,2,same_contributor_id,11800,175900,Concord,CA,94518,"all the same entity, but multiple canonical names"
STEAMFITTERS LOCAL 342 POLITICAL ACTION COMMITTEE,NA,436586f2-6596-4994-a305-1a5a37db0169,890268,org_rg_27_m,add to map,uncertain,more than one canonical name,merge_conflict,FALSE,TRUE,TRUE,1,same_contributor_id,39200,175900,Concord,CA,94518-2501,"all the same entity, but multiple canonical names"
U.A. LOCAL 342 PAC FUND,UNITED ASSOCIATION PLUMBERS & STEAMFITTERS LOCAL 342,436586f2-6596-4994-a305-1a5a37db0169,890268,org_rg_27_m,in existing map,uncertain,more than one canonical name,merge_conflict,TRUE,TRUE,TRUE,2,map1_bridge | same_contributor_id | same_contributor_id,12500,175900,Concord,CA,94518,"all the same entity, but multiple canonical names"
UNITED ASSOCIATION LOCAL UNION 345,NA,e1af7f10-513c-4e79-a750-a9a7a174781f,NA,org_rg_27_o,don't add,no,,merge_conflict,FALSE,TRUE,FALSE,4,exact_name_v1 | exact_name_v1 | map1_bridge,2350.53,175900,Duarte,CA,91010,
AFSCME COUNCIL 57 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS),"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57",cdc08a40-486e-4bed-afdc-aebac8595217,NA,org_rg_29_a,add to map,yes,,adding_to_existing,FALSE,TRUE,FALSE,24,exact_name_v1 | exact_name_v1 | map1_bridge,218495.75,437933.15,Oakland,CA,94606,
AMERICAN FEDERATION OF STATE COUNTY COUNTY & MUNICIPAL EMPLOYEES-COUNCIL 57 PAC,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57",cdc08a40-486e-4bed-afdc-aebac8595217,1313474,org_rg_29_a,add to map,yes,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,1000,437933.15,Sacramento,CA,95814,
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57 PAC","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57",cdc08a40-486e-4bed-afdc-aebac8595217,1313474,org_rg_29_a,in existing map,yes,,adding_to_existing,TRUE,TRUE,FALSE,1,same_contributor_id,5000,437933.15,Sacramento,CA,95814,
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES-COUNCIL 57 PAC","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57",cdc08a40-486e-4bed-afdc-aebac8595217,1313474,org_rg_29_a,add to map,yes,,adding_to_existing,FALSE,TRUE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,17500,437933.15,Norwalk,CA,90650 | 90650-8352,
"AMERICAN FEDERATION OF STATE, COUNTY, MUNICIPAL EMPLOYEES-COUNCIL 57 PAC","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES COUNCIL 57",cdc08a40-486e-4bed-afdc-aebac8595217,1313474,org_rg_29_a,add to map,yes,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,2500,437933.15,NORWALK,CA,90650,
AFSCME LOCAL 101 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,fab21379-69db-4b03-bbd4-3bf8aebfed95,NA,org_rg_29_b,don't add,no,,adding_to_existing,FALSE,TRUE,FALSE,17,exact_name_v1 | exact_name_v1 | map1_bridge,31283,437933.15,San Jose,CA,95112,
AFSCME LOCAL 146 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,823f08ce-c0ca-42d4-a65f-5d63c1416d14,NA,org_rg_29_c,don't add,no,,adding_to_existing,FALSE,TRUE,FALSE,11,exact_name_v1 | exact_name_v1 | map1_bridge,12557,437933.15,Sacramento,CA,95814,
AFSCME LOCAL 1684 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,f7f331d0-7798-4ab6-9882-0fbaed4ee8bf,NA,org_rg_29_d,don't add,no,,adding_to_existing,FALSE,TRUE,FALSE,10,exact_name_v1 | exact_name_v1 | map1_bridge,10655,437933.15,Oakland,CA,94606,
AFSCME LOCAL 2019 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,b1c2df39-0552-497e-9ad2-443fb79a478d,NA,org_rg_29_e,don't add,no,,adding_to_existing,FALSE,TRUE,FALSE,10,exact_name_v1 | exact_name_v1 | map1_bridge,7030,437933.15,Oakland,CA,94621,
AFSCME LOCAL 2428 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,d2b1646c-372d-4b6d-8374-b28b56bcc841,NA,org_rg_29_f,don't add,no,,adding_to_existing,FALSE,TRUE,FALSE,13,exact_name_v1 | exact_name_v1 | map1_bridge,5796,437933.15,Oakland,CA,94621,
AFSCME LOCAL 2620,"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 2620",bf65f7e1-324f-4673-88f1-2d74377dea16,850523,org_rg_29_g,add to map,yes,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,875,437933.15,Norwalk,CA,90650,
AFSCME LOCAL 2620 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 2620",bf65f7e1-324f-4673-88f1-2d74377dea16,NA,org_rg_29_g,add to map,yes,,adding_to_existing,FALSE,TRUE,FALSE,33,exact_name_v1 | exact_name_v1 | map1_bridge,26263,437933.15,Los Angeles,CA,90057,
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, LOCAL 2620 POLITICAL ACTION COMMITTEE","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 2620",bf65f7e1-324f-4673-88f1-2d74377dea16,850523,org_rg_29_g,add to map,yes,,adding_to_existing,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,2620,437933.15,NORWALK,CA,90650,
AFSCME LOCAL 2700 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,a231db34-0962-4519-b95e-33801b0fbbb0,NA,org_rg_29_h,don't add,no,,adding_to_existing,FALSE,TRUE,FALSE,10,exact_name_v1 | exact_name_v1 | map1_bridge,14054,437933.15,Martinez,CA,94553,
AFSCME LOCAL 2703 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,f7fee5aa-dabf-4d8f-8837-658786d2cbe9,NA,org_rg_29_i,don't add,no,,adding_to_existing,FALSE,TRUE,FALSE,16,exact_name_v1 | exact_name_v1 | map1_bridge,18342,437933.15,Merced,CA,95348,
AFSCME LOCAL 3299 (INTERMEDIARY FOR UNITEMIZED UNION MEMBER CONTRIBUTIONS),"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 3299",564570cb-4b5f-4155-8cb7-7650ad6c7739,NA,org_rg_29_j,add to map,no,,adding_to_existing,FALSE,TRUE,FALSE,10,exact_name_v1 | exact_name_v1 | map1_bridge,183912.3,437933.15,Oakland,CA,94612,
AFSCME LOCAL 3993 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,db875362-cdf8-4c4d-8549-54fa2f09999e,NA,org_rg_29_k,don't add,no,,adding_to_existing,FALSE,TRUE,FALSE,10,exact_name_v1 | exact_name_v1 | map1_bridge,4195,437933.15,Oakland,CA,94621,
AFSCME LOCAL 444 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,3048c7a6-d8dc-4df4-9c0e-18de2be92bb1,NA,org_rg_29_l,don't add,no,,adding_to_existing,FALSE,TRUE,FALSE,10,exact_name_v1 | exact_name_v1 | map1_bridge,7392,437933.15,Oakland,CA,94621,
AFSCME LOCAL 512 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,7161548b-3ee7-45a4-b01d-fdfaddc7114b,NA,org_rg_29_m,don't add,no,,adding_to_existing,FALSE,TRUE,FALSE,10,exact_name_v1 | exact_name_v1 | map1_bridge,2548,437933.15,Martinez,CA,94553,
AFSCME LOCAL 829 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,77272129-31fc-40c7-a7a8-8fb61cec548e,NA,org_rg_29_n,don't add,no,,adding_to_existing,FALSE,TRUE,FALSE,10,exact_name_v1 | exact_name_v1 | map1_bridge,31697,437933.15,Belmont,CA,94002,
"AFSCME, AFL-CIO, COUNCIL 36 PAC","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 36",78e7d777-e59e-462e-8700-62e20f778baf,747152,org_rg_29_o,add to map,uncertain,,new_entity,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,2500,437933.15,Los Angeles,CA,90020,
"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO, COUNCIL 36 PAC","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL 36",78e7d777-e59e-462e-8700-62e20f778baf,747152,org_rg_29_o,add to map,uncertain,,new_entity,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,2500,437933.15,LOS ANGELES,CA,90020,not sure what to do w/ AFL part
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE) SMALL CONTRIBUTOR COMMITTEE","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES",d72959e0-d052-4363-acef-020e0b991540,960772,org_rg_29_p,in existing map,yes,,adding_to_existing,TRUE,TRUE,FALSE,7,map1_bridge | same_contributor_id | same_contributor_id,60100,437933.15,Sacramento | SACRAMENTO,CA,95814 | 95814-4503 | 95814-4602,
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES - CA PEOPLE SMALL CONTRIBUTOR COMMITTEE","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES",d72959e0-d052-4363-acef-020e0b991540,960772,org_rg_29_p,in existing map,yes,,adding_to_existing,TRUE,TRUE,FALSE,1,same_contributor_id,3000,437933.15,Sacramento,CA,95814,
"AMERICAN FEDERATION OF STATE, COUNTY, & MUNICIPAL EMPLOYEES - CA PEOPLE (AFSCME CA PEOPLE) SMALL CONTRIBUTOR COMMITTEE","AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES",d72959e0-d052-4363-acef-020e0b991540,960772,org_rg_29_p,add to map,yes,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,3000,437933.15,Sacramento,CA,95814,
"AMERICAN FEDERATION OF STATE, COUNTY & MUNICIPAL EMPLOYEES LOCAL NO. 685 POLITICAL ACTION COMMITTEE",LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL 685,1fd3cb0b-6ec6-4edc-8037-978f1c217ce5,744558,org_rg_29_q,add to map,yes,,adding_to_existing,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,5900,437933.15,Vernon,CA,90058-3914,"not sure why this doesn't specify LA county, but others do"
LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL NO. 685 PAC SMALL CONTRIBUTOR COMMITTEE,LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL 685,1fd3cb0b-6ec6-4edc-8037-978f1c217ce5,744558,org_rg_29_q,add to map,yes,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,5900,437933.15,Vernon,CA,90058,
"LA COUNTY PROBATION OFFICERS UNION AFSCME, LOCAL NO. 685 PAC SMALL CONTRIBUTOR COMMITTEE",LA COUNTY PROBATION OFFICERS UNION AFSCME LOCAL 685,1fd3cb0b-6ec6-4edc-8037-978f1c217ce5,744558,org_rg_29_q,add to map,yes,,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,5900,437933.15,Vernon,CA,90058,
UNITED EMS WORKERS AFSCME LOCAL 4911 (INTERMEDIARY FOR UNITEMIZED MEMBER DUES),NA,3331051e-a202-4587-be69-b614ed61e0dc,NA,org_rg_29_r,don't add,no,,adding_to_existing,FALSE,TRUE,FALSE,3,exact_name_v1 | exact_name_v1 | map1_bridge,35525.1,437933.15,San Jose,CA,95119,
CONSUMER ATTORNEYS CONSUMER PROTECTION FUND,CONSUMER ATTORNEYS,2bbf7913-ee1d-47b9-a8d4-a1c539db58b1,1343340,org_rg_38_a,uncertain,uncertain,more than one canonical name,adding_to_existing,FALSE,TRUE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,8837.02,39200,Sacramento,CA,95814,Not sure if this matches to CONSUMER ATTORNEYS of CONSUMER ATTORNEYS OF CALIFORNIA...i think its just consumer attorneys. Its name in cal-access is Consumer Attorneys of CA PAC
CONSUMER ATTORNEYS OF CA PAC,CONSUMER ATTORNEYS OF CALIFORNIA,77ee9ab5-ef73-4772-9b25-432e7fe96c28,760231,org_rg_38_b,add to map,uncertain,more than one canonical name,adding_to_existing,FALSE,TRUE,FALSE,1,map1_bridge | same_contributor_id,5900,39200,Sacramento,CA,95815,
CONSUMER ATTORNEYS OF CALIFORNIA,CONSUMER ATTORNEYS OF CALIFORNIA,77ee9ab5-ef73-4772-9b25-432e7fe96c28,NA,org_rg_38_b,name is already canonical,uncertain,more than one canonical name,adding_to_existing,TRUE,TRUE,FALSE,36,exact_name_v1 | exact_name_v1 | map1_bridge,15735.14,39200,Sacramento,CA,95814,
CONSUMER ATTORNEYS OF CALIFORNIA PAC,CONSUMER ATTORNEYS OF CALIFORNIA,77ee9ab5-ef73-4772-9b25-432e7fe96c28,760231,org_rg_38_b,in existing map,uncertain,more than one canonical name,adding_to_existing,TRUE,TRUE,FALSE,4,map1_bridge | same_contributor_id | same_contributor_id,19100,39200,Sacramento,CA,95815,
CONSUMER ATTORNEYS OF CALIFORNIA POLITICAL ACTION COMMITTE,CONSUMER ATTORNEYS OF CALIFORNIA,77ee9ab5-ef73-4772-9b25-432e7fe96c28,760231,org_rg_38_b,add to map,uncertain,more than one canonical name,adding_to_existing,FALSE,TRUE,FALSE,1,same_contributor_id,5900,39200,Sacramento,CA,95815-4415,
CONSUMER ATTORNEYS OF CALIFORNIA POLITICAL ACTION COMMITTEE,CONSUMER ATTORNEYS OF CALIFORNIA,77ee9ab5-ef73-4772-9b25-432e7fe96c28,760231,org_rg_38_b,in existing map,uncertain,more than one canonical name,adding_to_existing,TRUE,TRUE,FALSE,5,map1_bridge | same_contributor_id | same_contributor_id,87600,39200,Sacramento | SACRAMENTO,CA,95815 | 95815-4415,
CA NEW CAR DEALERS ASSOCIATION PAC,CALIFORNIA NEW CAR DEALERS ASSOCIATION,6f8a856f-9308-49eb-b561-61a0e276a3a3,741623,org_rg_5,add to map,yes,mult pac ids per entity,adding_to_existing,FALSE,TRUE,FALSE,4,map1_bridge | same_contributor_id | same_contributor_id,10900,78400,Sacramento,CA,95814,
CALIFORNIA NEW CAR DEALERS ASSOC. PAC,CALIFORNIA NEW CAR DEALERS ASSOCIATION,6f8a856f-9308-49eb-b561-61a0e276a3a3,741623,org_rg_5,in existing map,yes,mult pac ids per entity,adding_to_existing,TRUE,TRUE,FALSE,4,same_contributor_id,17326.64,78400,Sacramento,CA,95814,
