entity_name,canonical_name,entity_id,Contributor.ID,review_group_id,to_add_status,confirmed_link,flag,entity_status,confirmed,conflicting_contributor_ids,is_conflict,n_contributions,link_methods,total_amount,max_single_recipient,city,state,zip,notes
CA PAWNBROKERS ASSOCIATION PAC,CALIFORNIA PAWNBROKERS ASSOCIATION,03ce883e-cecd-421b-8012-fdf20015cc03,743255,org_rg_20,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,1000,10000,Sacramento,CA,95814,
CALIFORNIA PAWNBROKERS ASSOCIATION PAC,CALIFORNIA PAWNBROKERS ASSOCIATION,03ce883e-cecd-421b-8012-fdf20015cc03,743255,org_rg_20,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,10,map1_bridge | same_contributor_id | same_contributor_id,31000,10000,Sacramento,CA,95814 | 95814-3274,
SEIU CALIFORNIA STATE COUNCIL,SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL,a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74,1372681,org_rg_200,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,1,same_contributor_id,565,15000,Sacramento,CA,95814-3803,
SEIU CALIFORNIA STATE COUNCIL (NONPROFIT 501 (C) (5) ),SERVICE EMPLOYEES INTERNATIONAL UNION CALIFORNIA STATE COUNCIL,a531dcca-e8e5-4ff2-a8a3-d449e2f1eb74,1372681,org_rg_200,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,15000,15000,Sacramento,CA,95814,
HONEYWELL INTERNATIONAL PAC (FEC ID# C00096156),HONEYWELL INTERNATIONAL,cf81dbe8-5108-44bd-a0d8-2e1dbf242d14,1372848,org_rg_201,add to map,yes,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,5500,5500,Washington,DC,20001,
HONEYWELL INTERNATIONAL PAC (FED PAC ID #C00096156),HONEYWELL INTERNATIONAL,cf81dbe8-5108-44bd-a0d8-2e1dbf242d14,1372848,org_rg_201,add to map,yes,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,6000,5500,Washington | WASHINGTON,DC,20001,
HONEYWELL INTERNATIONAL PAC (FED PAC ID# C00096156),HONEYWELL INTERNATIONAL,cf81dbe8-5108-44bd-a0d8-2e1dbf242d14,1372848,org_rg_201,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5500,5500,Washington,DC,20001-2177,
"COINBASE, INC",COINBASE,d8ced783-e7ea-49e6-bd9d-07d9d8ee3542,NA,org_rg_2013,add to map,yes,,new_entity,FALSE,FALSE,FALSE,2,exact_name_v1,25000,25000,Oakland,CA,94607,
"COINBASE, INC.",COINBASE,d8ced783-e7ea-49e6-bd9d-07d9d8ee3542,NA,org_rg_2013,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,exact_name_v1,10000,25000,Oakland,CA,94607,
UNITED PARCEL SERVICE INC. PAC (UPSPAC) (FEC ID# C00064766),UPS,751f98ec-35b7-4504-979f-6e5fbec486e8,1377592,org_rg_202,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2000,10000,Washington,DC,20003,
UNITED PARCEL SERVICE INC. PAC (UPSPAC) (FED PAC ID C00064766),UPS,751f98ec-35b7-4504-979f-6e5fbec486e8,1377592,org_rg_202,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2000,10000,Washington,DC,20003,
UNITED PARCEL SERVICE INC. POLITICAL ACTION COMMITTEE (FEC ID #C00064766),UPS,751f98ec-35b7-4504-979f-6e5fbec486e8,1377592,org_rg_202,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,3,map1_bridge | same_contributor_id | same_contributor_id,5900,10000,Atlanta,GA,30328,
UNITED PARCEL SERVICE PAC (UPS PAC) FED ID #C0064766,UPS,751f98ec-35b7-4504-979f-6e5fbec486e8,1377592,org_rg_202,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,10000,10000,Atlanta,GA,30328,
"UNITED PARCEL SERVICE, INC. PAC (UPSPAC) (FEC ID# C00064766)",UPS,751f98ec-35b7-4504-979f-6e5fbec486e8,1377592,org_rg_202,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,4000,10000,Washington,DC,20003,
"UNITED PARCEL SERVICE, INC. PAC (UPSPAC) (FED PAC ID C00064766)",UPS,751f98ec-35b7-4504-979f-6e5fbec486e8,1377592,org_rg_202,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,2000,10000,Washington,DC,20003,
COMCAST,COMCAST,deaafbda-c611-40d2-9590-30d88ab4760d,NA,org_rg_2047,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,15000,39200,Philadelphia,PA,19103-2838,
COMCAST CABLE COMMUNICATIONS,COMCAST,deaafbda-c611-40d2-9590-30d88ab4760d,NA,org_rg_2047,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,18900,39200,Livermore,CA,94551,
COMCAST CORPORATION,COMCAST,deaafbda-c611-40d2-9590-30d88ab4760d,NA,org_rg_2047,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge,9800,39200,Philadelphia,PA,19103,
"COMCAST CORPORATION AND AFFILIATED ENTITIES INCLUDING NBCUNIVERSAL MEDIA, LLC",COMCAST,deaafbda-c611-40d2-9590-30d88ab4760d,NA,org_rg_2047,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,2,exact_name_v1 | exact_name_v1 | map1_bridge,4900,39200,Universal City,CA,91608,
COMCAST FINANCIAL AGENCY CORP,COMCAST,deaafbda-c611-40d2-9590-30d88ab4760d,NA,org_rg_2047,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,1,exact_name_v1 | map1_bridge,2000,39200,Philadelphia,PA,19103,
COMCAST FINANCIAL AGENCY CORP.,COMCAST,deaafbda-c611-40d2-9590-30d88ab4760d,NA,org_rg_2047,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,3,exact_name_v1,19800,39200,Philadelphia,PA,19103,
COMCAST FINANCIAL AGENCY CORPORATION,COMCAST,deaafbda-c611-40d2-9590-30d88ab4760d,NA,org_rg_2047,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,36,exact_name_v1 | exact_name_v1 | map1_bridge,165500,39200,Philadelphia | PHILIDELPHIA,PA,19103 | 19103-2833 | 19103-2838 | 19103-2938,
CALIFORNIA IATSE COUNCIL,CALIFORNIA INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES COUNCIL,3eeccbc6-5f54-4e1c-a721-1cef9b0a6455,NA,org_rg_205,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,9,exact_name_v1 | exact_name_v1 | map1_bridge,8077.59,15000,Valley Village,CA,91607-3726,
CALIFORNIA IATSE COUNCIL PAC,CALIFORNIA INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES COUNCIL,3eeccbc6-5f54-4e1c-a721-1cef9b0a6455,1398390,org_rg_205,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,16500,15000,Burbank | BURBANK,CA,91506 | 91506-2635,
CA YIMBY VICTORY FUND,CA YIMBY VICTORY FUND,e5c2f0d4-7cad-45a3-b769-5d496d552c37,1401346,org_rg_206,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,2000,36585.9,Sacramento,CA,95814,
CALIFORNIA YIMBY,CA YIMBY VICTORY FUND,e5c2f0d4-7cad-45a3-b769-5d496d552c37,NA,org_rg_206,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,19,exact_name_v1 | exact_name_v1 | map1_bridge,36585.9,36585.9,Sacramento,CA,95814,
CALIFORNIA YIMBY VICTORY FUND,CA YIMBY VICTORY FUND,e5c2f0d4-7cad-45a3-b769-5d496d552c37,1401346,org_rg_206,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,13,map1_bridge | same_contributor_id | same_contributor_id,37500,36585.9,Sacramento | SACRAMENTO,CA,95814 | 95814-4503,
CONDUENT INCORPORATED POLITICAL ACTION COMMITTEE (CNDT PAC) (FED PAC ID #C00629527,CONDUENT,80972239-6028-4770-a1a2-39a92842faa7,1408693,org_rg_207,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,10000,10000,Washington,DC,20002-8022,
CONDUENT INCORPORATED POLITICAL ACTION COMMITTEE (CNDT PAC) (FED PAC ID #C00629527),CONDUENT,80972239-6028-4770-a1a2-39a92842faa7,1408693,org_rg_207,add to map,yes,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,10000,10000,Washington,DC,20002,
DENTAQUEST PAC TN-C,DENTAQUEST,60ae3466-604e-4401-a737-12c7b58874cb,1408990,org_rg_208,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,5000,22500,Wellesley Hills,MA,02481-3620,
DENTAQUEST PAC-TN-C,DENTAQUEST,60ae3466-604e-4401-a737-12c7b58874cb,1408990,org_rg_208,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,4,same_contributor_id,22500,22500,Nashville | Wellesley,MA | TN,02481 | 37203,
DENTAQUEST PAC-TN-C TN PAC,DENTAQUEST,60ae3466-604e-4401-a737-12c7b58874cb,1408990,org_rg_208,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,11800,22500,Wellesley,MA,02481-3620,
THE HOME DEPOT,THE HOME DEPOT,d1b82daa-6ac6-4330-9995-d324d8c712ad,NA,org_rg_209,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,3,exact_name_v1 | exact_name_v1 | map1_bridge,225,15000,Atlanta,GA,30339,
THE HOME DEPOT INC. PAC (FEC PAC ID# C00284558),THE HOME DEPOT,d1b82daa-6ac6-4330-9995-d324d8c712ad,1409634,org_rg_209,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,15000,15000,Washington,DC,20004,
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE,THE HOME DEPOT,d1b82daa-6ac6-4330-9995-d324d8c712ad,1409634,org_rg_209,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,3000,15000,WASHINGTON,DC,20004,
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE (FED PAC ID # C00284885),THE HOME DEPOT,d1b82daa-6ac6-4330-9995-d324d8c712ad,1409634,org_rg_209,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,1,map1_bridge | same_contributor_id,10000,15000,Washington,DC,20004-1346,
THE HOME DEPOT INC. POLITICAL ACTION COMMITTEE (FED PAC ID #C00284885),THE HOME DEPOT,d1b82daa-6ac6-4330-9995-d324d8c712ad,1409634,org_rg_209,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,2,same_contributor_id,10000,15000,Washington,DC,20004,
"THE HOME DEPOT, INC. PAC (FEC ID #C00284885)",THE HOME DEPOT,d1b82daa-6ac6-4330-9995-d324d8c712ad,1409634,org_rg_209,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,2000,15000,Washington,DC,20004,
GUARDIAN LIFE INSURANCE COMPANY OF AMERICA PAC,GUARDIAN LIFE INSURANCE,b6c3428e-403e-4fa0-9326-837610c55ec2,1410966,org_rg_210,add to map,yes,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,10000,10000,New York,NY,10004,
THE GUARDIAN LIFE INSURANCE COMPANY OF AMERICA PAC - GENERAL (FED ID #C00674465),GUARDIAN LIFE INSURANCE,b6c3428e-403e-4fa0-9326-837610c55ec2,1410966,org_rg_210,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5000,10000,New York,NY,10004,
WESTERN STATES PETROLEUM ASSN. CA PAC,WESTERN STATES PETROLEUM ASSOCIATION,60d1ac3e-7c86-4a65-aad2-67e5e4297a1c,1414539,org_rg_212,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,3500,11796.62,Sacramento,CA,95814,
WESTERN STATES PETROLEUM ASSOCIATION,WESTERN STATES PETROLEUM ASSOCIATION,60d1ac3e-7c86-4a65-aad2-67e5e4297a1c,NA,org_rg_212,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,18,exact_name_v1 | exact_name_v1 | map1_bridge,11796.62,11796.62,Sacramento | SACRAMENTO,CA,95814,
WESTERN STATES PETROLEUM ASSOCIATION CALIFORNIA PAC,WESTERN STATES PETROLEUM ASSOCIATION,60d1ac3e-7c86-4a65-aad2-67e5e4297a1c,1414539,org_rg_212,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,5900,11796.62,Sacramento,CA,95814,
WESTERN STATES PETROLEUM ASSOCIATION CALIFORNIA PAC (AKA WSPA CA PAC),WESTERN STATES PETROLEUM ASSOCIATION,60d1ac3e-7c86-4a65-aad2-67e5e4297a1c,1414539,org_rg_212,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,2,map1_bridge | same_contributor_id | same_contributor_id,7000,11796.62,Sacramento,CA,95814,
WESTERN STATES PETROLEUM ASSOCIATION PAC (WSPA CA PAC),WESTERN STATES PETROLEUM ASSOCIATION,60d1ac3e-7c86-4a65-aad2-67e5e4297a1c,1414539,org_rg_212,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,5900,11796.62,Sacramento,CA,95814,
CALIFORNIANS FOR FAIR HOUSING,CALIFORNIANS FOR FAIR HOUSING PAC,01b58007-542a-4afc-854b-1ed317f3e307,1416673,org_rg_213,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,10000,10000,Irvine,CA,92618,
CALIFORNIANS FOR FAIR HOUSING PAC,CALIFORNIANS FOR FAIR HOUSING PAC,01b58007-542a-4afc-854b-1ed317f3e307,1416673,org_rg_213,add to map,yes,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,8000,10000,Sacramento,CA,95814,
CALIFORNIANS FOR FAIR HOUSING SPONSORED BY CALIFORNIA RENTAL HOUSING ASSOCIATION,CALIFORNIANS FOR FAIR HOUSING PAC,01b58007-542a-4afc-854b-1ed317f3e307,1416673,org_rg_213,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,2500,10000,Sacramento,CA,95814,
"A BI-PARTISAN COALITION OF MUNICIPAL, COUNTY, LATINO APPOINTED AND ELECTED LEADERS PAC, LCCC PAC",LATINO CAUCUS OF CALIFORNIA COUNTIES,7e1525a9-e0ff-4709-934c-f89c42e13463,1432932,org_rg_216,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,2500,79000,Sacramento,CA,95815,
LCCC PAC,LATINO CAUCUS OF CALIFORNIA COUNTIES,7e1525a9-e0ff-4709-934c-f89c42e13463,1432932,org_rg_216,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,39200,79000,Sacramento,CA,95815-4415,
"LCCC PAC A BI-PARTISAN COALITION OF MUNICIPAL, COUNTY, LATINO APPOINTED & ELECTED LEADERS",LATINO CAUCUS OF CALIFORNIA COUNTIES,7e1525a9-e0ff-4709-934c-f89c42e13463,1432932,org_rg_216,add to map,yes,,new_entity,FALSE,FALSE,FALSE,3,same_contributor_id,79000,79000,Sacramento,CA,95815,
"LCCC PAC, A BI-PARTISAN COALITION OF MUNICIPAL, COUNTY, LATINO APPOINTED AND ELECTED LEADERS",LATINO CAUCUS OF CALIFORNIA COUNTIES,7e1525a9-e0ff-4709-934c-f89c42e13463,1432932,org_rg_216,add to map,yes,,new_entity,FALSE,FALSE,FALSE,5,same_contributor_id,37180,79000,Sacramento,CA,95815,
CA PRIMARY CARE ASSN ADVOCATES PAC,CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES PAC,13242ca1-cc88-4d24-bfca-444c435d2416,1437185,org_rg_217,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1500,29180.19,Sacramento,CA,95814,
CA PRIMARY CARE ASSOCIATION ADVOCATES PAC,CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES PAC,13242ca1-cc88-4d24-bfca-444c435d2416,1437185,org_rg_217,add to map,yes,,new_entity,FALSE,FALSE,FALSE,4,same_contributor_id,29180.19,29180.19,Sacramento,CA,95814-4439,
CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES PAC,CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES PAC,13242ca1-cc88-4d24-bfca-444c435d2416,1437185,org_rg_217,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,2500,29180.19,Sacramento,CA,95814,
CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES POLITICAL ACTION COMMITTEE,CALIFORNIA PRIMARY CARE ASSOCIATION ADVOCATES PAC,13242ca1-cc88-4d24-bfca-444c435d2416,1437185,org_rg_217,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1500,29180.19,Sacramento,CA,95814-4404,
"COX COMMUNICATIONS, INC",COX COMMUNICATIONS,7943a206-7564-485f-a4d7-c8d5949f784a,NA,org_rg_2176,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,exact_name_v1,5000,5000,San Diego,CA,92105,
"COX COMMUNICATIONS, INC.",COX COMMUNICATIONS,7943a206-7564-485f-a4d7-c8d5949f784a,NA,org_rg_2176,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,5,exact_name_v1,11788.52,5000,San Diego,CA,92105,
"COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE SPONSORED BY AIRBNB, INC.",COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE,0653437c-12c2-45b9-a4fd-4f514ce33af2,1437529,org_rg_218,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,10000,50000,San Rafael,CA,94901,
"THE COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE, SPONSORED BY AIRBNB, INC.",COMMITTEE TO EXPAND THE MIDDLE CLASS CANDIDATE COMMITTEE,0653437c-12c2-45b9-a4fd-4f514ce33af2,1437529,org_rg_218,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,50000,50000,San Rafael,CA,94901,
UBER INNOVATION PAC,UBER TECHNOLOGIES,b138c9ec-53cd-4787-afa3-24f87629d790,1439102,org_rg_219,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,2,same_contributor_id,30000,115000,San Rafael,CA,94901,
UBER INNOVATION POLITICAL ACTION COMMITTEE,UBER TECHNOLOGIES,b138c9ec-53cd-4787-afa3-24f87629d790,1439102,org_rg_219,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,4,same_contributor_id,147500,115000,San Rafael | SAN RAFAEL,CA,94901 | 94901-5596,
CREDIT UNION OF SOUTHERN CA,CREDIT UNION OF SOUTHERN CALIFORNIA,57d0d482-f045-4afb-8e87-bee3f197ebba,NA,org_rg_2190,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge,1500,19600,Anaheim,CA,92809,
CREDIT UNION OF SOUTHERN CALIFORNIA,CREDIT UNION OF SOUTHERN CALIFORNIA,57d0d482-f045-4afb-8e87-bee3f197ebba,NA,org_rg_2190,add to map,yes,,new_entity,FALSE,FALSE,FALSE,6,exact_name_v1 | exact_name_v1 | map1_bridge,26100,19600,Anaheim | Ontario | Whittier,CA,90603-2077 | 91761 | 92808,
MIKE GATTO FOR LT GOVERNOR 2026,MIKE GATTO FOR LT GOVERNOR,76ca66da-3c06-45cb-bbc4-90754d8537fe,1445004,org_rg_220,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,10000,10000,Encino,CA,91436-1856,
MIKE GATTO FOR LT. GOVERNOR 2026,MIKE GATTO FOR LT GOVERNOR,76ca66da-3c06-45cb-bbc4-90754d8537fe,1445004,org_rg_220,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1000,10000,Encino,CA,91436-1856,
CALIFORNIANS FOR SAFER NEIGHBORHOODS,CALIFORNIANS FOR SAFER NEIGHBORHOODS PAC,dab8d44b-1bbf-44f5-a2d7-cbf0d573fc56,1445789,org_rg_221,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,5500,7900,Norwalk,CA,90650,
CALIFORNIANS FOR SAFER NEIGHBORHOODS SPONSORED BY ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS,CALIFORNIANS FOR SAFER NEIGHBORHOODS PAC,dab8d44b-1bbf-44f5-a2d7-cbf0d573fc56,1445789,org_rg_221,add to map,yes,,new_entity,FALSE,FALSE,FALSE,4,same_contributor_id,16300,7900,Norwalk | NORWALK,CA,90650,
"CALIFORNIANS FOR SAFER NEIGHBORHOODS, SPONSORED BY ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS",CALIFORNIANS FOR SAFER NEIGHBORHOODS PAC,dab8d44b-1bbf-44f5-a2d7-cbf0d573fc56,1445789,org_rg_221,add to map,yes,,new_entity,FALSE,FALSE,FALSE,4,map1_bridge | same_contributor_id | same_contributor_id,10400,7900,Norwalk,CA,90650,
HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS,HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS PAC,14ef12bf-9421-419b-9580-dbb9332e5bbd,1446977,org_rg_222,add to map,yes,,new_entity,FALSE,FALSE,FALSE,4,same_contributor_id,69883.34,45000,Sacramento,CA,95815,
"HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS, SPONSORED BY HOUSING PROVIDERS",HOUSING PROVIDERS FOR RESPONSIBLE SOLUTIONS PAC,14ef12bf-9421-419b-9580-dbb9332e5bbd,1446977,org_rg_222,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5000,45000,SACRAMENTO,CA,95815,
"LOWE'S COMPANIES, INC. PAC (FED PAC ID# C00251751)",LOWE'S,a4ef0b1f-57a4-458e-b241-e00574cad2cb,1454875,org_rg_223,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,2000,5000,Mooresville,NC,28117,
"LOWE'S COMPANIES, INC. POLITICAL ACTION COMMITTEE (FED PAC IDC00251751)",LOWE'S,a4ef0b1f-57a4-458e-b241-e00574cad2cb,1454875,org_rg_223,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,5000,5000,MOORESVILLE,NC,28117,
"EMPLOYEES OF QUANTA SERVICES, INC. (FEC ID# C00720920)",QUANTA SERVICES,f99936ca-104d-4fe2-a32f-aedf8b9ce15b,1459576,org_rg_226,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,2000,12000,Houston,TX,77056-6175,
"QUANTA SERVICES, INC. POLITICAL ACTION COMMITTEE (FEC ID #C00720920)",QUANTA SERVICES,f99936ca-104d-4fe2-a32f-aedf8b9ce15b,1459576,org_rg_226,add to map,yes,,new_entity,FALSE,FALSE,FALSE,2,same_contributor_id,12000,12000,Houston,TX,77056,
PHYSICIAN ASSOCIATION OF CALIFORNIA,PHYSICIAN ASSOCIATION OF CALIFORNIA,fb40e856-baa0-429b-9860-a76cf1d99946,NA,org_rg_228,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,12,exact_name_v1 | exact_name_v1 | map1_bridge,5650.83,39200,Sacramento,CA,95814,
PHYSICIAN ASSOCIATION OF CALIFORNIA (PAC) PAC,PHYSICIAN ASSOCIATION OF CALIFORNIA,fb40e856-baa0-429b-9860-a76cf1d99946,1464730,org_rg_228,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,1500,39200,Sacramento,CA,95814,
PHYSICIAN ASSOCIATION OF CALIFORNIA (PAC) POLITICAL ACTION COMMITTEE,PHYSICIAN ASSOCIATION OF CALIFORNIA,fb40e856-baa0-429b-9860-a76cf1d99946,1464730,org_rg_228,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,same_contributor_id,1500,39200,Sacramento,CA,95814-4428,
PHYSICIAN ASSOCIATION OF CALIFORNIA PAC,PHYSICIAN ASSOCIATION OF CALIFORNIA,fb40e856-baa0-429b-9860-a76cf1d99946,1464730,org_rg_228,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,6,map1_bridge | same_contributor_id | same_contributor_id,16000,39200,Sacramento,CA,95814,
PHYSICIAN ASSOCIATION OF CALIFORNIA POLITICAL ACTION COMMITTEE,PHYSICIAN ASSOCIATION OF CALIFORNIA,fb40e856-baa0-429b-9860-a76cf1d99946,1464730,org_rg_228,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,1,same_contributor_id,39200,39200,Sacramento,CA,95814-4428,
CA ALLIANCE OF FAMILY OWNED BUSINESSES PAC,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES,9b4f9aac-87d9-4d2b-b8c8-743708587f3a,1465611,org_rg_229,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1000,50000,San Rafael,CA,94901,
CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESS PAC,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES,9b4f9aac-87d9-4d2b-b8c8-743708587f3a,1465611,org_rg_229,add to map,yes,,new_entity,FALSE,FALSE,FALSE,1,same_contributor_id,1500,50000,San Rafael,CA,94901-5596,
CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES,9b4f9aac-87d9-4d2b-b8c8-743708587f3a,NA,org_rg_229,add to map,yes,,new_entity,FALSE,FALSE,FALSE,18,exact_name_v1 | exact_name_v1 | map1_bridge,34718.55,50000,San Rafael,CA,94901,
CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES PAC,CALIFORNIA ALLIANCE OF FAMILY OWNED BUSINESSES,9b4f9aac-87d9-4d2b-b8c8-743708587f3a,1465611,org_rg_229,add to map,yes,,new_entity,FALSE,FALSE,FALSE,30,map1_bridge | same_contributor_id | same_contributor_id,113000,50000,San Rafael | SAN RAFAEL,CA,94901 | 94901-5596,
LOS ANGELES POLICE PROTECTIVE LEAGUE PAC,LOS ANGELES POLICE PROTECTIVE LEAGUE,b19e4deb-2eb0-48e7-aca2-1f9250bd3174,743579,org_rg_23,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,12,map1_bridge | same_contributor_id | same_contributor_id,80900,39200,Sacramento,CA,95814 | 95814-4503,
LOS ANGELES POLICE PROTECTIVE LEAGUE PAC - SCC,LOS ANGELES POLICE PROTECTIVE LEAGUE,b19e4deb-2eb0-48e7-aca2-1f9250bd3174,743579,org_rg_23,add to map,yes,,adding_to_existing,FALSE,FALSE,FALSE,1,map1_bridge | same_contributor_id,5000,39200,Sacramento,CA,95814,
LOS ANGELES POLICE PROTECTIVE LEAGUE PAC - SMALL CONTRIBUTOR COMMITTEE,LOS ANGELES POLICE PROTECTIVE LEAGUE,b19e4deb-2eb0-48e7-aca2-1f9250bd3174,743579,org_rg_23,in existing map,yes,,adding_to_existing,TRUE,FALSE,FALSE,1,map1_bridge | same_contributor_id,6500,39200,Sacramento,CA,95814,
